# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dX(f2) foc.dY(f2) foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)	pnt.asymX(f1) pnt.asymY(f1)
2014-04-09.82	3C84	235-13	18.08	1.1	0.623	0.0121 94	24.9	5.0	0.00 0.00 -1.80	-66 48	3.3 42	77.0	1.0 1.4	2.5 -102.7	7.55 0.013	9.11 0.046	19.1 0.0	22.5 -8.9
2014-04-09.83	3C84	235-13	18.10	1.1	0.603	0.0127 94	25.0	5.0	0.00 0.00 -2.40	-66 47	3.3 42	76.8	1.3 1.4	2.8 -102.9	6.42 0.015	8.68 0.014	20.1 0.0	20.2 -5.9
2014-04-09.84	3C84	235-13	18.13	1.1	0.603	0.0133 94	25.1	5.0	0.00 0.00 -1.20	-66 47	3.3 42	76.6	0.3 1.3	1.8 -103.1	7.10 0.018	8.46 0.011	19.1 0.0	19.0 -9.3
2014-04-09.85	3C84	235-13	18.15	1.1	0.603	0.0170 93	25.0	5.0	0.00 0.00 -3.00	-66 47	3.3 42	76.5	1.2 1.6	2.8 -102.9	5.46 0.025	9.35 0.24	24.8 0.1	10.5 -7.0
2014-04-09.86	3C84	235-13	18.17	1.1	0.616	0.0147 92	25.1	5.0	0.00 0.00 -0.60	-66 47	3.3 42	76.3	-1.5 -0.1	0.2 -104.7	5.76 0.022	9.56 0.16	23.3 0.1	11.0 -13.4
2014-04-09.96	ALF-ORI	136-13	19.71	2.1	0.553	0.0117 98	25.2	4.9	0.00 0.00 -1.70	-118 42	5.9 7	45.4	-4.8 0.1	6.2 -91.0	0.0959 3.4E-3	0.0926 4.1E-3	17.3 0.6	-19.1 -21.8
# Wed Apr  9 21:10:31 UTC 2014 - AK: Weather still not very attractive. However, tau fell from 0.6 to 0.5 so that we might make an attempt soon. Currently refilling Nitrogen.
2014-04-09.102	0851+202	test	21.40	2.1	0.556	0.0148 98	25.4	4.7	0.00 0.00 -1.70	-126 65	8.9 20	43.7	4.5 1.0	6.2 -73.7	2.06 0.016	2.68 9.6E-3	16.3 0.1	28.4 -0.4
2014-04-09.103	0851+202	test	21.49	1.1	1.016	0.0127 97	25.0	4.6	0.00 0.00 -1.50	-124 64	8.9 20	44.9	-1.0 1.2	5.2 -73.9	1.61 0.022	2.42 0.022	15.5 0.2	-25.1 8.3
2014-04-09.104	0851+202	test	21.51	1.1	0.567	0.0113 96	25.1	4.6	0.00 0.00 -2.10	-123 63	8.9 20	45.2	-0.5 1.5	5.9 -73.9	1.39 0.019	2.03 0.017	15.9 0.2	-26.6 16.1
2014-04-09.105	0851+202	test	21.53	1.1	0.567	0.0112 88	25.1	4.6	0.00 0.00 -0.90	-123 63	8.9 20	45.6	-1.9 1.6	4.5 -74.2	1.02 0.018	1.68 0.020	16.7 0.3	-51.3 13.3
2014-04-09.106	0851+202	test	21.55	1.1	0.572	0.0124 101	25.1	4.6	0.00 0.00 -2.70	-123 63	8.9 20	45.9	0.7 1.3	7.2 -74.9	1.60 0.016	2.04 0.011	17.7 0.2	-16.4 6.5
2014-04-09.107	0851+202	test	21.57	1.1	0.572	0.0121 101	25.5	4.5	0.00 0.00 -0.30	-122 63	8.9 20	46.2	-1.0 0.7	5.4 -75.9	1.79 0.015	2.37 0.012	17.2 0.1	-19.8 -1.3
2014-04-09.108	0851+202	test	21.63	1.1	0.560	0.0117 95	25.3	4.5	0.00 0.00 -1.70	-121 62	8.9 20	46.9	-0.5 1.7	5.9 -75.7	0.843 0.016	1.30 0.022	16.8 0.3	-40.0 10.6
2014-04-09.109	0851+202	test	21.65	1.1	0.560	0.0126 97	25.1	4.5	0.00 0.00 -2.30	-120 62	8.9 20	47.2	-0.2 0.7	6.5 -77.0	1.40 0.018	1.96 0.015	16.7 0.2	-41.8 7.2
2014-04-09.110	0851+202	test	21.67	1.1	0.560	0.0117 96	25.3	4.5	0.00 0.00 -1.10	-120 62	8.9 20	47.5	-0.4 1.4	6.1 -76.7	1.25 0.017	1.93 0.018	16.1 0.2	-20.5 16.1
2014-04-09.111	0851+202	test	21.69	1.1	0.560	0.0116 101	25.1	4.5	0.00 0.00 -2.90	-120 62	8.9 20	47.7	0.9 1.4	7.6 -77.0	1.39 0.016	1.91 0.012	18.5 0.2	-21.4 12.3
2014-04-09.112	0851+202	test	21.71	1.1	0.560	0.0117 101	25.3	4.4	0.00 0.00 -0.50	-119 61	8.9 20	48.0	-0.9 1.5	5.8 -77.3	1.32 0.016	1.96 0.013	18.0 0.2	-25.3 18.1
2014-04-09.113	0851+202	test	21.79	2.1	0.531	0.0127 99	25.2	4.4	0.00 0.00 -1.60	-118 61	8.9 20	48.9	-1.3 1.0	5.6 -78.9	1.42 0.014	1.97 0.011	16.1 0.2	-20.2 -23.9
# Wed Apr  9 21:56:00 UTC 2014 - AK: Did a focus and didn't look too pleasant (flux fluctuating quite a bit). Decided to check flux at best fit focus via another pointing which brought it more in line. Try COSMOS now. Tau still >0.5.
2014-04-09.118	1055+018	242-13	22.63	2.1	0.525	0.0115 101	26.0	5.2	0.00 0.00 -1.60	-164 53	11.0 2	12.9	-0.6 -3.5	4.6 -72.2	1.66 8.0E-3	1.84 5.1E-3	15.9 0.1	6.8 -9.3
#2014-04-09.123	1055+018	242-13	23.36	2.1	0.573	0.0108 98	25.8	4.3	0.00 0.00 -1.60	-148 50	11.0 2	25.7	23.4 -7.3	30.8 -86.9	1.43 6.5E-3	1.51 5.0E-3	16.7 0.1	2.5 20.2
# Wed Apr  9 23:26:32 UTC 2014 - AK: Pointing was suddenly off by more than a beam. Corrected for it and check focus again now. Tau still around 0.5, skies clear otherwise.
2014-04-09.124	1055+018	242-13	23.43	1.1	0.543	0.0105 98	25.4	4.2	0.00 0.00 -1.60	-146 49	11.0 2	26.6	-24.8 9.1	6.2 -78.5	1.44 6.9E-3	1.55 5.5E-3	16.2 0.1	-8.5 13.1
2014-04-09.125	1055+018	242-13	23.45	1.1	0.543	0.0109 98	25.5	4.3	0.00 0.00 -2.20	-146 49	11.0 2	27.0	-24.3 8.9	6.8 -79.0	1.40 7.6E-3	1.53 7.2E-3	16.6 0.1	-12.8 3.5
2014-04-09.126	1055+018	242-13	23.47	1.1	0.560	0.0109 98	25.7	4.3	0.00 0.00 -1.00	-145 49	11.0 2	27.3	-25.1 8.9	6.0 -79.2	1.37 7.5E-3	1.48 6.3E-3	17.0 0.1	-7.6 6.8
2014-04-09.127	1055+018	242-13	23.50	1.1	0.560	0.0107 98	25.3	4.3	0.00 0.00 -2.80	-145 49	11.0 2	27.6	-24.1 9.5	7.1 -78.9	1.11 7.4E-3	1.24 7.6E-3	17.5 0.1	-12.7 18.4
2014-04-09.128	1055+018	242-13	23.52	1.1	0.560	0.0109 98	25.4	4.3	0.00 0.00 -0.40	-144 49	11.0 2	28.0	-26.4 7.9	4.8 -80.7	0.986 6.9E-3	1.17 7.6E-3	18.2 0.1	0.2 17.3
# Wed Apr  9 23:36:09 UTC 2014 - AK: Excellent focus fit. However, pointing went back where it was before. Hence, all focus scans are off by more than a beam. Changed back to old pointing values after focus.
# Thu Apr 10 00:10:49 UTC 2014 - AK: Last three scans probably garbage. Tau started rising and reached 0.7 now. Stopped the queue and think about alternatives now.
# Thu Apr 10 00:16:53 UTC 2014 - AK: Scans affected by large tau will 129-131.
2014-04-10.2	1055+018	test	0.53	2.1	0.577	0.0107 94	25.5	3.1	0.00 0.00 -1.70	-127 40	11.0 2	40.0	2.8 0.2	8.9 -90.3	1.43 8.1E-3	1.57 5.8E-3	15.8 0.1	24.6 -31.1
2014-04-10.3	1055+018	test	0.94	1.1	0.615	0.0115 83	25.3	3.7	0.00 0.00 -1.60	-121 36	11.0 2	43.4	2.1 0.3	8.4 -93.2	1.16 9.5E-3	1.29 8.1E-3	15.0 0.1	-16.2 -2.6
2014-04-10.4	1055+018	test	0.96	1.1	0.710	0.0106 81	24.9	3.7	0.00 0.00 -2.20	-120 36	11.0 2	43.6	3.0 -0.3	9.1 -93.9	1.19 8.5E-3	1.34 9.9E-3	15.2 0.1	-22.3 -2.2
2014-04-10.5	1055+018	test	0.99	1.1	0.710	0.0113 78	25.0	3.7	0.00 0.00 -1.00	-120 36	11.0 2	43.8	2.1 -1.3	8.2 -95.1	0.968 8.5E-3	1.13 8.8E-3	15.1 0.1	2.5 -8.1
2014-04-10.6	1055+018	test	1.01	1.1	0.710	0.0106 77	25.1	3.7	0.00 0.00 -2.80	-120 35	11.0 2	43.9	3.1 0.5	9.2 -93.4	0.959 0.011	1.13 9.2E-3	16.9 0.2	-11.8 8.1
2014-04-10.7	1055+018	test	1.03	1.1	0.617	0.0101 77	25.1	3.6	0.00 0.00 -0.40	-119 35	11.0 2	44.1	1.6 -1.2	7.7 -95.3	0.747 8.1E-3	0.972 9.2E-3	17.6 0.2	-17.8 22.1
2014-04-10.8	3C279	test	1.12	1.1	0.603	0.0129 85	25.3	3.5	0.00 0.00 -1.60	-156 44	12.9 -6	19.5	0.6 1.2	4.9 -77.6	0.688 0.024	1.93 0.045	20.9 0.7	-52.7 29.1
2014-04-10.9	3C279	test	1.14	1.1	0.603	0.0121 85	25.6	3.4	0.00 0.00 -2.20	-155 44	12.9 -6	19.8	5.8 1.0	9.0 -77.9	0.460 0.017	1.90 0.059	27.6 0.9	-0.3 16.1
2014-04-10.10	3C279	test	1.16	1.1	0.603	0.0123 85	25.5	3.4	0.00 0.00 -1.00	-155 44	12.9 -6	20.1	-1.2 3.0	2.8 -76.2	1.03 0.024	2.02 0.049	20.0 0.4	-62.1 31.6
2014-04-10.11	3C279	test	1.18	1.1	0.638	0.0130 88	25.6	3.4	0.00 0.00 -2.80	-154 44	12.9 -6	20.5	2.4 2.2	6.7 -77.2	1.30 0.031	2.39 0.054	21.6 0.5	-53.1 27.2
2014-04-10.12	3C279	test	1.21	1.1	0.638	0.0129 91	25.7	3.3	0.00 0.00 -0.40	-154 44	12.9 -6	20.8	-1.4 1.9	3.3 -77.7	1.08 0.032	2.55 0.045	24.1 0.6	-62.7 20.3
2014-04-10.13	1308+326	test	1.43	2.1	0.584	0.0131 101	25.5	3.1	0.00 0.00 -1.60	-102 74	13.2 32	67.5	7.6 7.9	5.5 -68.0	0.678 4.5E-3	0.620 3.3E-3	15.9 0.1	-3.7 -4.9
2014-04-10.14	1308+326	test	1.51	1.1	0.584	0.0127 101	25.3	3.1	0.00 0.00 -1.60	-101 73	13.2 32	68.0	0.2 -0.1	5.8 -69.4	0.635 5.9E-3	0.598 4.4E-3	15.7 0.1	0.1 0.7
2014-04-10.15	1308+326	test	1.53	1.1	0.612	0.0135 101	25.0	3.1	0.00 0.00 -2.20	-100 73	13.2 32	68.2	0.1 0.4	5.8 -69.3	0.582 6.8E-3	0.570 5.7E-3	16.6 0.2	-1.0 5.8
2014-04-10.16	1308+326	test	1.55	1.1	0.612	0.0143 101	24.9	3.2	0.00 0.00 -1.00	-100 73	13.2 32	68.4	-0.6 1.1	5.1 -69.0	0.609 7.2E-3	0.592 6.9E-3	16.4 0.2	-12.6 -5.1
2014-04-10.17	1308+326	test	1.57	1.1	0.612	0.0129 101	24.7	3.1	0.00 0.00 -2.80	-100 72	13.2 32	68.5	0.5 0.5	6.2 -69.9	0.427 5.7E-3	0.441 6.0E-3	17.4 0.2	0.5 9.6
2014-04-10.18	1308+326	test	1.60	1.1	0.586	0.0133 101	24.8	3.1	0.00 0.00 -0.40	-99 72	13.2 32	68.7	-1.9 0.8	3.9 -70.1	0.418 6.2E-3	0.460 6.9E-3	17.4 0.3	-6.8 -0.3
2014-04-10.19	1308+326	test	1.64	1.1	0.586	0.0164 101	24.6	3.2	0.00 0.00 -1.59	-99 72	13.2 32	68.9	-1.5 -0.1	4.5 -71.8	0.610 7.4E-3	0.588 6.5E-3	15.9 0.2	-22.3 3.3
2014-04-10.20	1308+326	test	1.67	1.1	0.552	0.0182 101	24.6	3.2	-2.00 0.00 -1.59	-98 71	13.2 32	69.1	-1.7 0.9	4.4 -71.1	0.553 8.9E-3	0.511 6.5E-3	15.6 0.3	-21.8 -0.3
2014-04-10.21	1308+326	test	1.69	1.1	0.552	0.0238 99	24.6	3.2	2.00 0.00 -1.59	-98 71	13.2 32	69.2	0.3 0.1	5.7 -72.3	0.492 9.4E-3	0.456 8.5E-3	15.1 0.3	-6.7 2.9
2014-04-10.22	1308+326	test	1.71	1.1	0.552	0.0201 101	24.9	3.4	-4.00 0.00 -1.59	-98 71	13.2 32	69.3	-2.4 1.9	3.5 -70.9	0.457 0.011	0.452 9.9E-3	16.3 0.4	-3.6 -0.7
2014-04-10.23	1308+326	test	1.74	1.1	0.579	0.0277 101	24.9	3.6	4.00 0.00 -1.59	-97 70	13.2 32	69.4	-2.5 -1.6	3.4 -74.8	0.385 0.013	0.391 0.011	16.1 0.5	-28.6 2.8
2014-04-10.24	1308+326	test	2.00	1.1	0.540	0.0259 101	25.0	4.2	0.00 0.00 -1.59	-94 67	13.2 32	70.3	-2.4 1.6	2.9 -75.8	0.586 0.011	0.543 9.3E-3	15.5 0.3	-18.7 -0.0
2014-04-10.25	1308+326	test	2.02	1.1	0.540	0.0196 101	25.0	4.2	0.00 -2.00 -1.59	-94 67	13.2 32	70.3	-0.6 0.3	5.8 -77.2	0.611 8.2E-3	0.576 7.0E-3	16.2 0.2	-21.1 -2.4
2014-04-10.26	1308+326	test	2.05	1.1	0.501	0.0210 101	24.9	4.3	0.00 2.00 -1.59	-94 67	13.2 32	70.4	-3.0 -0.4	3.4 -78.2	0.532 9.8E-3	0.461 7.0E-3	15.2 0.3	-21.1 -5.0
2014-04-10.27	1308+326	test	2.07	1.1	0.501	0.0190 101	25.0	4.4	0.00 -4.00 -1.59	-93 66	13.2 32	70.4	0.6 0.6	6.6 -77.6	0.491 9.1E-3	0.501 9.6E-3	16.7 0.3	2.4 9.6
2014-04-10.28	1308+326	test	2.09	1.1	0.541	0.0161 101	25.2	4.4	0.00 4.00 -1.59	-93 66	13.2 32	70.4	-5.1 0.8	1.3 -77.7	0.462 7.9E-3	0.455 7.4E-3	16.6 0.3	-4.0 -8.0
# Thu Apr 10 02:14:00 UTC 2014 - Focus X and Y nominal positions are good.  Pointing good.  Going to M51 at an elevation of about 70 degrees.  -- DjB
2014-04-10.36	1637+574	191-13	3.16	2.1	0.496	0.0115 103	26.4	4.5	0.00 0.00 -1.59	11 69	16.6 57	-163.9	7.4 0.3	-18.0 -77.6	0.610 3.3E-3	0.559 3.0E-3	16.2 0.1	9.1 -2.0
2014-04-10.48	1637+574	226-13	4.98	2.1	0.479	0.0109 103	25.9	4.2	0.00 0.00 -1.59	-27 66	16.6 57	137.8	-2.2 1.2	-7.6 -86.3	0.610 2.8E-3	0.569 2.4E-3	16.5 0.1	-5.7 -3.2
2014-04-10.54	1637+574	235-13	5.96	2.1	0.430	0.0107 100	25.9	4.4	0.00 0.00 -1.59	-37 59	16.6 57	116.1	-2.6 -1.4	-4.2 -93.2	0.600 3.2E-3	0.538 2.5E-3	16.1 0.1	5.9 10.5
2014-04-10.64	Uranus	227-13	10.65	2.1	0.370	0.0206 101	26.0	6.2	0.00 0.00 -1.59	150 54	0.8 4	-23.2	-3.6 -13.7	-3.5 -68.9	8.35 0.058	13.2 0.17	21.7 0.1	-3.4 13.1
2014-04-10.66	Uranus	227-13	10.75	1.1	0.160	0.0289 101	25.4	6.1	0.00 0.00 -1.60	152 54	0.8 4	-21.7	-0.7 1.0	-3.7 -67.6	7.08 0.083	10.9 0.15	21.1 0.2	19.0 -14.4
2014-04-10.67	Uranus	227-13	10.77	1.1	0.160	0.0306 101	25.4	6.0	0.00 0.00 -2.20	153 55	0.8 4	-21.3	2.1 0.9	-0.8 -67.7	5.61 0.13	13.9 0.22	26.0 0.5	-6.5 -13.7
2014-04-10.68	Uranus	227-13	10.79	1.1	0.465	0.0351 101	25.4	6.0	0.00 0.00 -1.00	153 55	0.8 4	-20.9	1.5 2.2	-1.2 -66.4	7.27 0.15	14.9 0.30	24.4 0.5	-18.5 -12.6
2014-04-10.69	Uranus	227-13	10.81	1.1	0.465	0.0308 101	25.5	5.9	0.00 0.00 -2.80	154 55	0.8 4	-20.4	6.5 0.8	3.7 -67.7	5.36 0.085	10.8 0.16	25.3 0.3	22.5 -30.8
2014-04-10.70	Uranus	227-13	10.84	1.1	0.465	0.0563 91	25.3	5.8	0.00 0.00 -0.40	154 55	0.8 4	-20.0	1.9 2.0	-0.4 -66.4	6.17 0.26	19.2 0.28	33.6 1.1	6.5 -24.0
2014-04-10.73	Mercury	test	11.14	2.1	0.583	0.0320 98	25.9	5.8	0.00 0.00 -1.60	175 53	0.3 -0	-3.7	-0.9 1.9	2.8 -70.7	93.8 0.13	123 0.11	20.1 0.0	-5.2 -28.4
2014-04-10.74	Mercury	test	11.20	1.1	0.585	0.0356 98	25.4	5.8	0.00 0.00 -1.60	176 53	0.3 -0	-2.7	-0.2 0.5	2.9 -70.3	96.5 0.13	121 0.12	19.8 0.0	-9.9 -17.5
2014-04-10.75	Mercury	test	11.22	1.1	0.585	0.0372 98	25.4	5.8	0.00 0.00 -2.20	177 53	0.3 -0	-2.3	1.5 1.7	4.7 -69.2	79.4 0.18	121 0.15	21.4 0.0	-3.9 -36.5
2014-04-10.76	Mercury	test	11.24	1.1	0.585	0.0405 100	25.2	5.8	0.00 0.00 -1.00	177 53	0.3 -0	-1.9	-1.7 1.2	1.6 -69.9	96.0 0.14	127 0.12	20.1 0.0	7.3 -21.2
2014-04-10.77	Mercury	test	11.27	1.1	0.585	0.1149 92	25.5	5.9	0.00 0.00 -2.80	178 53	0.3 -0	-1.4	-3.1 1.9	0.4 -69.3	56.1 0.29	116 0.40	25.7 0.1	19.9 -27.2
2014-04-10.78	Mercury	test	11.29	1.1	0.503	0.0352 98	25.3	5.9	0.00 0.00 -0.40	179 53	0.3 -0	-1.0	-1.5 0.8	2.1 -70.4	80.1 0.12	118 0.097	21.4 0.0	8.1 -13.6
2014-04-10.92	Mercury	227-13	13.18	2.1	0.627	0.0482 91	25.8	6.3	0.00 0.00 -1.30	-139 45	0.4 -0	31.6	-4.3 0.5	6.9 -87.4	85.7 0.13	115 0.11	19.9 0.0	-26.4 -13.5
2014-04-10.105	0642+449	233-13	14.66	2.1	0.494	0.0173 99	25.3	6.5	0.00 0.00 -1.30	62 54	6.8 45	-86.1	8.7 0.3	-18.7 -82.5	0.365 3.9E-3	0.320 4.1E-3	16.1 0.2	15.6 -20.5
2014-04-10.106	0642+449	233-13	14.72	1.1	0.494	0.0157 99	24.8	6.6	0.00 0.00 -1.30	63 55	6.8 45	-86.7	-0.0 0.0	-19.7 -82.8	0.360 5.5E-3	0.299 5.3E-3	15.4 0.2	-1.1 2.8
2014-04-10.107	0642+449	233-13	14.75	1.1	0.519	0.0151 99	25.1	6.6	0.00 0.00 -1.90	63 55	6.8 45	-86.9	0.4 0.5	-19.5 -82.2	0.319 4.8E-3	0.265 4.8E-3	15.6 0.2	13.5 -2.5
2014-04-10.108	0642+449	233-13	14.77	1.1	0.519	0.0151 99	25.0	6.6	0.00 0.00 -0.70	63 56	6.8 45	-87.1	0.7 0.0	-19.9 -82.5	0.322 5.5E-3	0.275 5.6E-3	15.7 0.3	3.0 -0.7
2014-04-10.109	0642+449	233-13	14.79	1.1	0.519	0.0156 98	25.2	6.7	0.00 0.00 -2.50	63 56	6.8 45	-87.3	-0.3 -0.3	-20.5 -82.7	0.209 3.9E-3	0.206 6.0E-3	16.5 0.3	1.8 0.7
2014-04-10.110	0642+449	233-13	14.81	1.1	0.530	0.0162 98	25.0	6.7	0.00 0.00 -0.10	63 56	6.8 45	-87.5	-1.6 3.3	-21.9 -78.9	0.216 4.7E-3	0.193 6.0E-3	16.0 0.3	4.7 -29.0
2014-04-10.111	0642+449	233-13	14.87	1.1	0.552	0.0206 98	24.7	6.9	0.00 0.00 -1.29	63 57	6.8 45	-88.1	-0.7 1.1	-21.3 -80.6	0.340 8.0E-3	0.287 7.3E-3	14.6 0.3	-5.5 -12.2
2014-04-10.112	0642+449	233-13	14.90	1.1	0.552	0.0391 98	25.0	7.0	-2.00 0.00 -1.29	63 57	6.8 45	-88.4	-3.3 3.8	-24.0 -77.8	0.259 0.013	0.198 0.013	14.2 0.7	21.7 -34.8
2014-04-10.113	0642+449	233-13	14.92	1.1	0.552	0.0224 98	25.1	7.2	2.00 0.00 -1.29	63 57	6.8 45	-88.6	-0.0 2.0	-20.9 -79.4	0.287 7.1E-3	0.242 8.1E-3	15.1 0.4	2.5 -19.7
2014-04-10.114	0642+449	233-13	14.94	1.1	0.550	0.0131 98	24.9	7.4	-4.00 0.00 -1.29	63 57	6.8 45	-88.8	-1.1 3.3	-22.2 -77.9	0.247 3.6E-3	0.209 4.8E-3	15.9 0.2	-2.2 -17.4
2014-04-10.115	0642+449	233-13	14.96	1.1	0.550	0.0155 99	24.9	7.4	4.00 0.00 -1.29	63 58	6.8 45	-89.1	0.8 0.8	-21.0 -80.2	0.236 4.9E-3	0.207 6.0E-3	15.8 0.3	-2.4 2.5
2014-04-10.125	ALF-ORI	136-13	16.46	2.1	0.527	0.0136 99	26.0	7.2	0.00 0.00 -1.29	167 60	5.9 7	-10.1	-4.3 4.0	-1.4 -60.0	0.113 2.6E-3	0.102 3.2E-3	16.4 0.4	-9.7 -21.6
2014-04-10.129	0716+714	136-13	17.62	2.1	0.474	0.0156 99	26.1	6.9	0.00 0.00 -1.29	6 55	7.4 71	-164.8	4.4 4.8	-14.5 -92.9	0.929 6.2E-3	0.980 5.8E-3	16.7 0.1	-13.7 -31.2
2014-04-10.136	1055+018	242-13	18.92	2.1	0.454	0.0165 90	25.4	5.0	0.00 0.00 -1.29	119 35	11.0 2	-44.0	-5.7 -14.5	-6.5 -80.8	1.61 8.3E-3	1.59 7.7E-3	16.4 0.1	3.6 -5.7
2014-04-10.137	1055+018	242-13	18.98	1.1	0.472	0.0135 90	25.1	4.9	0.00 0.00 -1.60	120 36	11.0 2	-43.5	-0.5 -0.3	-7.0 -80.8	1.43 9.4E-3	1.49 9.0E-3	15.1 0.1	-20.1 1.6
2014-04-10.138	1055+018	242-13	19.01	1.1	0.472	0.0127 90	24.8	4.9	0.00 0.00 -2.20	121 36	11.0 2	-43.4	-0.2 0.3	-6.7 -80.1	1.10 8.6E-3	1.21 7.3E-3	15.2 0.1	-11.2 15.4
2014-04-10.139	1055+018	242-13	19.03	1.1	0.472	0.0132 90	24.6	4.9	0.00 0.00 -1.00	121 36	11.0 2	-43.2	-0.6 -0.7	-7.2 -81.1	1.25 0.010	1.40 9.6E-3	16.2 0.1	-13.8 -2.7
2014-04-10.140	1055+018	242-13	19.05	1.1	0.473	0.0134 90	24.8	4.9	0.00 0.00 -2.80	121 36	11.0 2	-43.0	1.9 0.7	-4.8 -79.6	1.11 9.9E-3	1.25 0.010	16.9 0.2	-3.6 5.0
2014-04-10.141	1055+018	242-13	19.07	1.1	0.473	0.0142 90	25.0	4.9	0.00 0.00 -0.40	121 37	11.0 2	-42.8	-0.4 -0.6	-7.0 -80.8	0.899 0.012	1.09 0.011	17.9 0.2	-22.2 -8.6
2014-04-10.142	1055+018	242-13	19.12	1.1	0.508	0.0128 93	24.8	4.9	0.00 0.00 -1.76	122 37	11.0 2	-42.4	0.3 0.2	-6.4 -79.9	1.48 9.8E-3	1.59 8.2E-3	15.0 0.1	-25.5 25.7
2014-04-10.147	0851+202	242-13	19.85	2.1	0.638	0.0180 100	26.1	4.7	0.00 0.00 -1.75	178 73	8.9 20	-1.0	3.2 10.6	-0.7 -49.2	2.38 0.016	2.99 0.010	16.2 0.1	7.6 -11.9
# Thu Apr 10 19:57:10 UTC 2014 - AK: Focus at the beginning of COSMOS observations was alright. However, atmospehere somewhat unstable with high tau around 0.6. Will do another focus for sanity.
2014-04-10.148	0851+202	242-13	19.94	1.1	0.600	0.0149 100	25.5	4.7	0.00 0.00 -1.60	-178 73	8.9 20	2.3	0.4 1.3	0.9 -48.7	1.98 0.019	2.69 0.016	15.9 0.2	-3.5 33.0
2014-04-10.149	0851+202	242-13	19.96	1.1	0.638	0.0168 101	25.8	4.8	0.00 0.00 -2.20	-177 73	8.9 20	3.1	1.1 1.6	1.9 -48.8	1.92 0.018	2.60 0.015	16.5 0.2	14.0 9.3
2014-04-10.150	0851+202	242-13	19.98	1.1	0.638	0.0152 101	26.0	4.8	0.00 0.00 -1.00	-176 73	8.9 20	4.0	-0.1 1.6	1.0 -49.0	1.92 0.018	2.70 0.015	16.2 0.2	-11.0 22.2
2014-04-10.151	0851+202	242-13	20.00	1.0	0.638	0.0150 101	26.2	4.8	0.00 0.00 -2.80	-175 73	8.9 20	5.0	-0.2 3.0	1.1 -47.9	1.60 0.017	2.14 0.014	18.2 0.2	-10.7 4.4
2014-04-10.152	0851+202	242-13	20.02	1.1	0.572	0.0156 101	25.7	4.8	0.00 0.00 -0.40	-173 73	8.9 20	5.9	-1.2 2.5	0.4 -48.7	1.94 0.017	2.54 0.014	17.6 0.2	-6.8 -18.1
# Thu Apr 10 20:47:13 UTC 2014 - AK: Tau really not well behaved. Clearly no deep field conditions. Last scans, i.e. 153-156, probably garbage. Will go to test and do some focus, pointing et al.
2014-04-10.157	1055+018	test	20.82	2.1	0.616	0.0243 98	25.9	4.9	0.00 0.00 -1.55	152 51	11.0 2	-21.4	-2.9 -4.0	-3.8 -67.2	1.89 0.011	1.81 8.1E-3	15.7 0.1	15.3 8.7
2014-04-10.158	1055+018	test	20.88	1.1	0.558	0.0409 90	25.4	4.9	0.00 0.00 -1.60	154 51	11.0 2	-20.5	0.9 0.4	-2.6 -66.6	1.38 0.023	1.24 0.024	14.2 0.2	1.9 -3.4
2014-04-10.159	1055+018	test	20.90	1.1	0.558	0.0208 99	25.4	4.9	0.00 0.00 -2.20	154 52	11.0 2	-20.1	-0.6 0.9	-4.0 -66.1	1.37 0.013	1.47 0.014	16.2 0.2	4.3 -3.8
2014-04-10.160	1055+018	test	20.93	1.1	0.558	0.0146 100	25.3	4.9	0.00 0.00 -1.00	155 52	11.0 2	-19.7	-0.5 -0.1	-3.7 -67.1	1.52 0.011	1.62 9.2E-3	15.5 0.1	3.5 -13.0
2014-04-10.161	1055+018	test	20.95	1.1	0.572	0.0171 99	25.5	5.0	0.00 0.00 -2.80	155 52	11.0 2	-19.3	1.2 2.1	-1.9 -64.8	1.04 0.015	1.23 0.011	17.8 0.3	-5.1 -28.7
2014-04-10.162	1055+018	test	20.97	1.1	0.572	0.0231 99	25.3	5.0	0.00 0.00 -0.40	156 52	11.0 2	-18.9	-1.3 0.3	-4.4 -66.6	1.34 0.016	1.46 0.016	16.3 0.2	11.6 -13.4
2014-04-10.163	1055+018	test	21.02	1.1	0.594	0.0139 100	25.7	4.9	0.00 0.00 -1.40	157 52	11.0 2	-18.0	-0.0 0.5	-2.8 -66.4	1.57 0.010	1.71 9.4E-3	15.2 0.1	20.6 -9.1
2014-04-10.164	1055+018	test	21.04	1.1	0.594	0.0149 100	25.6	4.8	0.00 0.00 -2.00	157 52	11.0 2	-17.6	0.3 1.0	-2.4 -65.9	1.50 0.011	1.60 0.011	15.5 0.1	18.9 -9.9
2014-04-10.165	1055+018	test	21.06	1.1	0.594	0.0164 100	25.6	4.8	0.00 0.00 -0.80	158 52	11.0 2	-17.2	-0.5 0.7	-3.1 -66.2	1.60 0.013	1.72 0.013	15.7 0.1	10.1 -11.2
