# id	object	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2011-04-18.119	1418+546	23.65	1.9	0.511	0.0214 96	36.1	2.3	29 69	14.3 54	-55.9	0.4 1.5	-25.8 -45.4	0.216 4.5E-3	0.215 4.9E-3	16.9 0.4
2011-04-18.120	J1033+609	23.73	1.9	0.494	0.0235 96	36.0	2.4	-34 55	10.6 61	48.6	2.0 -2.9	-21.2 -67.6	0.759 5.3E-3	0.791 8.6E-3	17.6 0.1
2011-04-19.2	1418+546	0.32	1.9	0.738	0.0281 95	36.2	2.1	13 72	14.3 54	-67.2	-0.3 -1.3	-22.4 -45.2	0.196 7.0E-3	0.210 7.4E-3	17.0 0.6
2011-04-19.3	J1033+609	0.38	1.9	0.729	0.0307 91	36.7	2.1	-36 51	10.6 61	43.3	2.8 -2.6	-22.4 -72.5	0.726 9.1E-3	0.773 0.013	17.6 0.2
2011-04-19.4	J1405+043	0.51	1.9	0.749	0.0192 94	37.4	2.1	179 57	14.1 4	-0.1	15.1 8.1	-12.5 -34.0	0.0922 5.1E-3	0.0866 4.9E-3	15.2 0.8
2011-04-19.9	J1405+043	1.30	1.9	0.764	0.0186 89	37.6	2.0	-159 55	14.1 4	16.6	14.7 6.6	-10.4 -38.3	0.108 4.0E-3	0.104 5.2E-3	16.4 0.6
2011-04-19.13	J1405+043	1.87	1.9	1.150	0.0260 90	37.8	2.2	-146 52	14.1 4	26.9	11.4 4.2	-13.4 -45.7	0.121 8.4E-3	0.126 9.3E-3	17.0 1.2
# Tue Apr 19 02:19:22 UTC 2011 - Closing for rain.  Going to Sleep.  Dominic.
# Tue Apr 19 08:48:19 UTC 2011 - Restarted server: default dac 9000, det bias 8000
# Tue Apr 19 09:05:17 UTC 2011 - Took iv curves op/cl styrofoam: 52_59cl, 55_01&55_55,59_26 open, 01_05 cl 
