# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2013-11-02.71	0954+658	103-13	5.45	1.9	0.596	0.0155 102	37.9	6.0	-1.70	22 57	10.0 66	-133.9	0.4 2.1	-23.4 -92.0	1.23 4.0E-3	1.39 0.010	19.4 0.1
2013-11-02.72	0954+658	103-13	5.51	0.8	0.596	0.0129 102	38.1	5.8	-1.70	22 57	10.0 66	-134.9	0.8 2.0	-22.7 -91.9	1.24 7.1E-3	1.44 0.013	20.7 0.1
2013-11-02.73	0954+658	103-13	5.53	0.8	0.621	0.0124 102	38.1	5.8	-2.30	22 57	10.0 66	-135.3	1.6 1.0	-22.2 -93.0	1.16 6.3E-3	1.44 0.015	20.2 0.1
2013-11-02.74	0954+658	103-13	5.55	0.8	0.621	0.0138 102	38.6	5.8	-2.90	21 57	10.0 66	-135.8	2.3 -0.0	-21.6 -94.1	0.885 5.5E-3	1.27 0.011	21.7 0.1
2013-11-02.75	0954+658	103-13	5.57	0.8	0.621	0.0116 102	37.9	5.7	-1.10	21 57	10.0 66	-136.2	1.0 3.2	-22.9 -90.8	1.19 5.7E-3	1.42 0.013	19.9 0.1
2013-11-02.76	0954+658	103-13	5.59	0.9	0.581	0.0110 102	36.4	5.6	-0.50	21 57	10.0 66	-136.7	0.1 4.5	-23.9 -89.5	0.861 4.4E-3	1.31 8.4E-3	22.5 0.1
2013-11-02.88	0954+658	103-13	7.63	2.0	0.500	0.0134 104	37.3	6.2	-1.80	-2 62	10.0 66	174.9	3.4 2.0	-17.8 -95.0	1.24 4.2E-3	1.40 7.8E-3	19.2 0.1
2013-11-02.89	1156+295	102-13	7.80	1.7	0.496	0.0135 104	37.3	6.3	-1.80	104 68	12.0 29	-62.4	3.1 3.9	-22.2 -53.9	0.665 3.9E-3	0.806 0.015	19.6 0.1
2013-11-02.94	1156+295	102-13	8.59	1.9	0.472	0.0140 105	37.2	7.2	-1.80	123 77	12.0 29	-49.9	3.5 3.1	-17.4 -38.5	0.624 3.8E-3	0.737 6.9E-3	19.5 0.1
2013-11-02.100	1156+295	102-13	9.52	1.6	0.509	0.0143 104	37.1	8.1	-1.80	-173 82	12.0 29	7.8	0.9 2.0	2.8 -34.9	0.596 4.8E-3	0.718 8.1E-3	19.8 0.2
2013-11-02.101	Mars	100-13	9.57	1.9	0.433	0.0182 102	37.2	8.1	-1.80	-143 57	10.8 9	29.3	-5.7 -2.2	9.1 -72.5	38.5 0.031	54.7 0.031	21.4 0.0
2013-11-02.102	Mars	100-13	9.63	0.8	0.552	0.0183 101	38.0	8.0	-1.80	-142 57	10.8 9	30.2	-1.3 -0.5	8.0 -73.8	41.6 0.039	57.0 0.042	21.2 0.0
2013-11-02.103	Mars	100-13	9.65	0.8	0.552	0.0184 100	38.7	8.0	-2.40	-141 56	10.8 9	30.6	-0.8 -1.3	8.6 -74.9	34.4 0.040	57.9 0.053	23.3 0.0
2013-11-02.104	Mars	100-13	9.67	0.7	0.552	0.0195 102	37.1	8.0	-3.00	-141 56	10.8 9	30.9	0.9 -1.7	10.4 -75.6	23.9 0.044	57.2 0.12	28.0 0.0
2013-11-02.105	Mars	100-13	9.70	0.9	0.552	0.0209 100	38.1	8.0	-1.20	-140 56	10.8 9	31.3	-1.7 0.4	7.8 -73.8	43.4 0.038	56.0 0.044	20.7 0.0
2013-11-02.106	Mars	100-13	9.72	0.9	0.528	0.0208 101	36.0	8.0	-0.60	-140 56	10.8 9	31.6	-2.0 1.4	7.5 -73.0	38.6 0.033	55.5 0.042	21.9 0.0
2013-11-02.107	0953+254	100-13	9.79	1.6	0.489	0.0131 101	37.5	8.0	-1.30	-101 57	9.9 25	60.0	-0.2 -0.0	7.7 -87.4	0.674 3.5E-3	0.773 6.1E-3	19.3 0.1
2013-11-02.123	1354+195	100-13	12.45	1.9	0.520	0.0150 105	37.1	8.9	-1.30	-138 67	14.0 19	35.0	-1.0 0.9	5.8 -65.1	0.643 5.5E-3	0.822 7.0E-3	21.7 0.2
2013-11-02.131	1928+738	079-13	16.13	1.9	0.444	0.0173 102	37.2	9.2	-1.30	5 53	19.5 74	-165.4	0.0 -6.1	-18.7 -101.8	2.41 4.6E-3	2.93 0.012	19.9 0.0
2013-11-02.132	1928+738	079-13	16.19	1.1	0.375	0.0150 101	36.1	9.1	-1.30	5 53	19.5 74	-166.6	-0.7 0.1	-19.3 -101.8	2.28 5.0E-3	2.80 0.013	20.0 0.0
2013-11-02.133	1928+738	079-13	16.22	0.9	0.375	0.0139 102	36.9	9.1	-1.90	5 53	19.5 74	-167.0	0.1 -0.4	-18.5 -102.4	2.14 6.8E-3	2.96 0.014	21.3 0.1
2013-11-02.134	1928+738	079-13	16.24	0.9	0.375	0.0120 102	36.7	9.1	-2.50	4 53	19.5 74	-167.4	1.9 -1.5	-16.6 -103.5	1.62 5.8E-3	2.77 0.012	23.6 0.1
2013-11-02.135	1928+738	079-13	16.26	1.1	0.428	0.0122 102	36.8	9.2	-0.70	4 53	19.5 74	-167.9	-1.1 1.0	-19.8 -100.9	2.19 4.7E-3	2.94 0.011	20.6 0.0
2013-11-02.136	1928+738	079-13	16.28	0.8	0.428	0.0115 102	38.1	9.2	-0.10	4 53	19.5 74	-168.3	-1.0 2.8	-19.6 -99.2	1.74 4.1E-3	2.70 0.011	22.5 0.0
2013-11-02.144	1928+738	079-13	17.45	1.5	0.449	0.0144 102	38.6	7.9	-1.20	-4 53	19.5 74	168.2	-0.5 0.1	-17.2 -103.6	2.39 4.4E-3	2.96 0.011	20.1 0.0
2013-11-02.149	1928+738	079-13	18.25	1.6	0.452	0.0145 104	37.0	7.7	-1.20	-9 52	19.5 74	152.6	0.7 0.2	-14.7 -105.0	2.60 4.4E-3	2.91 6.7E-3	19.2 0.0
2013-11-02.157	2136+141	099-13	19.68	1.9	0.390	0.0147 103	38.0	7.1	-1.20	-158 66	21.7 14	18.6	3.6 3.6	8.0 -61.7	0.332 3.1E-3	0.334 4.1E-3	17.9 0.2
2013-11-02.158	2136+141	099-13	19.72	0.8	0.390	0.0123 103	38.0	7.1	-1.80	-157 66	21.7 14	19.4	1.8 2.0	6.6 -63.9	0.323 3.5E-3	0.368 8.7E-3	19.1 0.2
2013-11-02.159	2136+141	099-13	19.74	0.8	0.448	0.0123 103	38.9	7.1	-2.40	-156 66	21.7 14	20.0	2.4 0.6	7.7 -65.6	0.265 4.7E-3	0.342 7.0E-3	21.9 0.4
2013-11-02.160	2136+141	099-13	19.76	1.1	0.448	0.0136 103	37.2	7.1	-3.00	-155 66	21.7 14	20.5	4.6 -0.7	9.2 -67.2	0.180 4.6E-3	0.372 0.016	25.3 0.6
2013-11-02.161	2136+141	099-13	19.78	0.9	0.448	0.0111 103	37.0	7.2	-1.20	-154 65	21.7 14	21.1	2.1 3.8	7.0 -63.0	0.327 4.2E-3	0.350 7.8E-3	18.9 0.2
2013-11-02.163	2136+141	099-13	19.85	1.6	0.456	0.0126 103	37.3	7.2	-1.80	-152 65	21.7 14	22.9	2.3 2.2	7.5 -65.7	0.334 3.5E-3	0.347 4.5E-3	18.2 0.2
2013-11-02.164	2136+141	099-13	19.89	0.6	0.456	0.0115 103	36.4	7.2	-1.20	-151 65	21.7 14	23.7	3.8 2.3	9.2 -66.1	0.319 6.1E-3	0.313 7.6E-3	17.6 0.3
2013-11-02.165	2136+141	099-13	19.91	0.6	0.456	0.0113 103	36.7	7.2	-1.80	-150 65	21.7 14	24.2	2.9 2.3	8.5 -66.5	0.353 4.2E-3	0.362 6.3E-3	18.4 0.2
2013-11-02.166	2136+141	099-13	19.93	0.6	0.470	0.0112 103	37.4	7.3	-2.40	-150 65	21.7 14	24.7	1.5 1.1	7.1 -68.0	0.276 5.7E-3	0.305 6.8E-3	18.8 0.4
2013-11-02.167	2136+141	099-13	19.95	0.9	0.470	0.0119 103	36.4	7.3	-0.60	-149 65	21.7 14	25.3	2.4 4.8	8.2 -64.6	0.299 3.5E-3	0.345 6.7E-3	19.3 0.2
2013-11-02.168	2136+141	099-13	19.97	0.8	0.470	0.0118 103	37.9	7.3	-1.00	-148 64	21.7 14	25.8	1.6 4.1	7.5 -65.7	0.336 5.1E-3	0.348 5.8E-3	18.1 0.3
2013-11-02.169	2136+141	099-13	20.01	1.9	0.449	0.0131 103	37.0	7.3	-1.55	-147 64	21.7 14	26.9	1.7 2.6	7.8 -67.9	0.341 3.2E-3	0.354 4.2E-3	18.1 0.2
2013-11-02.176	2113+293	099-13	21.17	2.1	0.374	0.0139 103	36.8	7.2	-1.55	-92 58	21.3 30	66.5	1.4 0.7	7.0 -93.7	0.210 3.0E-3	0.214 4.1E-3	18.2 0.3
2013-11-02.184	2113+293	099-13	22.32	1.8	0.418	0.0131 101	38.4	7.5	-1.55	-83 44	21.3 30	65.5	0.1 -0.5	6.3 -105.4	0.205 2.7E-3	0.217 4.9E-3	19.8 0.2
# Sat Nov  2 23:04:41 UTC 2013 - Bias calibration...
2013-11-02.190	Uranus	099-13	23.15	1.0	0.836	0.0150 102	36.4	7.3	-1.60	-151 52	0.6 3	23.1	-0.7 0.7	7.4 -77.0	17.4 0.018	20.2 0.021	19.7 0.0
2013-11-02.191	Uranus	099-13	23.17	1.0	0.836	0.0144 102	37.2	7.3	-2.20	-150 52	0.6 3	23.5	0.1 -0.4	8.3 -78.3	15.7 0.023	20.4 0.13	20.6 0.0
2013-11-02.192	Uranus	099-13	23.20	0.8	0.422	0.0147 102	37.7	7.3	-2.80	-150 52	0.6 3	23.9	0.5 -0.5	8.8 -78.6	9.97 0.017	16.1 0.026	23.3 0.0
2013-11-02.193	Uranus	099-13	23.22	1.1	0.422	0.0154 100	36.4	7.3	-1.00	-149 52	0.6 3	24.3	-0.8 1.2	7.6 -77.2	12.1 0.017	15.8 0.018	20.4 0.0
2013-11-02.194	Uranus	099-13	23.24	0.9	0.422	0.0146 101	37.3	7.3	-0.40	-149 52	0.6 3	24.6	-0.6 1.8	7.9 -76.8	9.85 0.010	15.4 0.015	22.6 0.0
2013-11-02.195	Uranus	099-13	23.30	1.8	0.419	0.0154 100	38.2	7.3	-1.60	-147 52	0.6 3	25.7	-0.5 0.3	8.1 -79.0	13.6 0.016	17.4 0.046	20.6 0.0
2013-11-02.196	Uranus	099-13	23.34	1.8	0.418	0.0179 99	38.4	7.3	-1.60	-147 51	0.6 3	26.4	-0.9 0.4	7.9 -79.4	14.9 0.016	17.5 0.021	19.8 0.0
2013-11-02.197	Uranus	099-13	23.39	1.9	0.459	0.0167 98	37.1	7.3	-1.60	-146 51	0.6 3	27.1	-0.5 0.4	8.4 -79.9	13.2 0.015	15.6 0.019	19.7 0.0
2013-11-02.198	Uranus	099-13	23.43	1.9	0.459	0.0175 98	37.0	7.3	-1.60	-145 51	0.6 3	27.7	-0.5 0.3	8.5 -80.5	13.4 0.017	15.9 0.021	20.0 0.0
2013-11-02.199	Uranus	099-13	23.47	1.6	0.435	0.0186 99	37.4	7.2	-1.60	-144 50	0.6 3	28.4	-0.5 0.5	8.6 -80.7	14.9 0.014	17.6 0.023	19.9 0.0
2013-11-02.200	Uranus	099-13	23.51	1.8	0.435	0.0144 101	38.4	7.2	-1.60	-143 50	0.6 3	29.0	-0.6 0.3	8.7 -81.3	13.7 0.013	16.1 0.018	19.7 0.0
# Sat Nov  2 23:51:49 UTC 2013 - Change to AMD version int_ant_gp on 2-Nov 23:50 UT
2013-11-02.207	0133+476	077-13	23.98	1.6	0.454	0.0155 101	36.8	7.0	-1.60	-39 75	1.6 48	130.4	6.5 4.2	-9.0 -84.0	2.18 5.2E-3	2.39 9.0E-3	19.0 0.0
2013-11-03.10	0133+476	077-13	0.98	1.9	0.437	0.0138 102	37.3	6.5	-1.60	-54 66	1.6 48	105.8	-2.5 -1.1	-3.0 -93.1	2.22 4.2E-3	2.49 6.8E-3	18.8 0.0
2013-11-03.15	0133+476	077-13	2.01	1.5	0.360	0.0147 103	38.7	6.3	-1.60	-57 56	1.6 48	91.5	-1.8 -2.1	-0.3 -102.8	2.21 5.0E-3	2.58 0.013	19.5 0.0
2013-11-03.16	0133+476	077-13	2.08	0.8	0.360	0.0135 103	38.2	6.3	-1.60	-57 55	1.6 48	90.8	-0.5 0.2	-0.6 -103.1	2.29 6.1E-3	2.45 0.013	18.8 0.0
2013-11-03.17	0133+476	077-13	2.10	1.0	0.428	0.0141 103	36.9	6.3	-2.20	-57 55	1.6 48	90.6	0.0 -0.7	-0.0 -104.1	2.17 5.7E-3	2.40 8.3E-3	18.9 0.0
2013-11-03.18	0133+476	077-13	2.12	0.8	0.428	0.0134 103	38.7	6.3	-2.80	-57 55	1.6 48	90.3	0.2 -1.4	0.2 -104.9	1.67 5.6E-3	2.42 0.012	21.4 0.1
2013-11-03.19	0133+476	077-13	2.14	0.8	0.428	0.0134 103	38.3	6.3	-1.00	-57 54	1.6 48	90.1	-1.7 0.8	-1.6 -102.9	2.12 4.3E-3	2.37 9.1E-3	19.3 0.0
2013-11-03.20	0133+476	077-13	2.16	0.9	0.428	0.0144 103	37.2	6.3	-0.40	-57 54	1.6 48	89.8	-1.2 2.8	-1.0 -101.0	1.57 5.3E-3	2.26 9.9E-3	21.6 0.1
2013-11-03.26	0954+658	103-13	3.14	1.9	0.425	0.0147 102	37.5	6.9	-1.60	31 44	10.0 66	-96.0	-3.1 -0.5	-18.7 -97.4	1.30 4.4E-3	1.54 9.8E-3	19.6 0.1
2013-11-03.33	1044+719	103-13	4.27	1.9	0.407	0.0154 101	37.2	7.0	-1.60	22 45	10.8 72	-106.5	0.5 -0.5	-17.5 -100.7	1.42 4.0E-3	1.66 0.010	19.6 0.1
# Sun Nov  3 06:00:35 UTC 2013 - Ting Su: lots of pixels have high gains. We change the configuration detector biases to 10000.
2013-11-03.44	1044+719	103-13	6.02	1.8	0.212	0.0181 101	38.0	6.7	-1.60	16 52	10.8 72	-136.2	0.6 -1.4	-20.3 -100.1	1.58 4.0E-3	1.79 8.4E-3	18.9 0.0
2013-11-03.45	1156+295	102-13	6.21	2.0	0.202	0.0186 101	37.0	6.5	-1.60	87 50	12.0 29	-65.9	0.4 -1.7	-20.0 -76.9	0.752 4.4E-3	0.857 8.4E-3	18.9 0.1
2013-11-03.52	1156+295	102-13	7.31	1.9	0.378	0.0194 103	37.6	5.9	-1.60	98 63	12.0 29	-64.8	2.9 2.9	-22.9 -62.0	0.884 5.1E-3	1.04 9.6E-3	19.6 0.1
2013-11-03.58	1156+295	102-13	8.41	1.5	0.132	0.0176 101	38.8	7.2	-1.60	119 75	12.0 29	-52.9	3.6 2.6	-19.4 -42.9	0.717 4.2E-3	0.889 0.010	20.0 0.1
2013-11-03.59	1156+295	102-13	8.47	0.8	0.121	0.0148 101	38.1	7.3	-1.60	121 76	12.0 29	-51.4	4.1 2.1	-18.6 -42.3	0.744 8.5E-3	0.993 0.018	20.8 0.2
2013-11-03.60	1156+295	102-13	8.50	1.0	0.121	0.0159 101	36.8	7.3	-2.20	122 76	12.0 29	-50.9	4.0 1.1	-18.7 -43.0	0.640 5.4E-3	0.858 0.010	20.5 0.2
2013-11-03.61	1156+295	102-13	8.52	0.6	0.141	0.0152 101	36.6	7.3	-2.80	122 77	12.0 29	-50.3	3.8 0.1	-18.5 -43.7	0.494 5.7E-3	0.797 0.015	23.0 0.2
2013-11-03.62	1156+295	102-13	8.54	0.8	0.141	0.0153 101	38.5	7.3	-1.00	123 77	12.0 29	-49.6	4.5 4.1	-17.8 -39.3	0.682 4.2E-3	0.866 9.0E-3	20.2 0.1
2013-11-03.63	1156+295	102-13	8.56	1.0	0.141	0.0164 101	35.8	7.3	-0.40	124 77	12.0 29	-49.0	4.6 5.0	-17.5 -38.1	0.534 5.4E-3	0.734 7.5E-3	21.2 0.2
# Sun Nov  3 09:04:24 UTC 2013 - Ting Su: #65 clouds is coming in
2013-11-03.67	Mars	100-13	9.16	1.6	0.141	0.0248 101	37.3	7.6	-1.30	-153 59	10.9 9	21.9	-5.2 0.6	6.8 -67.5	55.7 0.033	70.9 0.034	20.2 0.0
2013-11-03.79	1413+135	100-13	11.04	1.5	0.092	0.0194 101	38.1	7.8	-1.30	159 65	14.3 13	-16.9	1.9 -3.7	-4.6 -55.5	0.345 4.7E-3	0.429 0.011	19.7 0.3
2013-11-03.84	1633+382	100-13	11.84	1.9	0.128	0.0189 99	37.2	8.3	-1.30	78 65	16.6 38	-82.6	-1.8 1.4	-28.8 -65.3	4.10 6.7E-3	5.14 0.012	19.6 0.0
2013-11-03.87	1308+326	100-13	12.05	1.7	0.388	0.0186 101	36.7	8.2	-1.30	-98 71	13.2 32	69.3	3.3 0.2	6.5 -78.7	0.719 6.5E-3	0.797 9.4E-3	18.7 0.2
2013-11-03.94	1928+738	079-13	15.73	2.0	0.137	0.0215 100	37.1	8.6	-2.00	7 52	19.5 74	-159.0	-19.9 3.2	-18.9 -102.0	2.71 5.1E-3	3.15 9.7E-3	19.5 0.0
2013-11-03.95	1928+738	079-13	15.79	1.0	0.137	0.0282 100	35.4	8.6	-2.00	7 52	19.5 74	-160.0	-1.1 0.4	-19.9 -101.6	2.60 8.1E-3	3.26 0.022	20.2 0.1
2013-11-03.96	1928+738	079-13	15.82	0.8	0.202	0.0162 100	37.9	8.6	-2.60	7 52	19.5 74	-160.4	0.4 -0.7	-18.4 -102.7	2.14 5.3E-3	3.08 0.013	21.3 0.0
2013-11-03.97	1928+738	079-13	15.84	0.8	0.202	0.0155 100	38.1	8.7	-3.20	7 52	19.5 74	-160.9	2.1 -2.0	-16.6 -104.0	1.50 5.4E-3	3.03 0.012	25.5 0.1
2013-11-03.98	1928+738	079-13	15.86	1.1	0.202	0.0193 98	36.0	8.7	-1.40	6 52	19.5 74	-161.3	-1.1 0.6	-19.9 -101.4	2.72 5.0E-3	3.05 0.011	19.0 0.0
2013-11-03.99	1928+738	079-13	15.88	0.8	0.200	0.0145 99	37.7	8.7	-0.80	6 52	19.5 74	-161.7	-1.3 1.8	-20.1 -100.3	2.44 5.5E-3	3.09 0.011	20.3 0.0
2013-11-03.104	1928+738	079-13	16.66	1.6	0.219	0.0163 99	37.7	7.9	-1.49	1 53	19.5 74	-177.3	-0.2 -0.4	-18.1 -103.3	2.77 5.3E-3	3.29 0.010	19.3 0.0
2013-11-03.111	1928+738	079-13	17.80	1.9	0.274	0.0161 98	37.2	6.5	-1.49	-7 52	19.5 74	160.1	0.9 -0.6	-15.1 -105.9	2.86 4.0E-3	3.24 7.8E-3	19.1 0.0
2013-11-03.118	0133+476	077-13	18.93	1.7	0.354	0.0168 101	37.2	6.1	-1.49	56 45	1.6 48	-80.9	-2.6 0.4	-21.5 -89.8	2.55 5.2E-3	2.88 0.011	19.2 0.0
2013-11-03.121	0133+476	077-13	19.84	2.0	0.363	0.0137 100	37.4	5.7	-1.49	57 54	1.6 48	-90.2	-1.7 1.1	-26.0 -84.0	2.54 5.2E-3	3.08 0.012	19.7 0.0
2013-11-03.122	0133+476	077-13	19.90	1.0	0.363	0.0121 98	37.3	5.7	-1.40	57 55	1.6 48	-90.8	-1.4 1.4	-26.1 -83.3	2.43 5.9E-3	2.87 0.012	19.6 0.0
2013-11-03.123	0133+476	077-13	19.93	0.8	0.362	0.0113 99	38.0	5.7	-2.00	57 55	1.6 48	-91.1	-1.3 0.4	-26.2 -84.1	2.38 5.9E-3	2.93 0.016	20.0 0.0
2013-11-03.124	0133+476	077-13	19.95	0.8	0.362	0.0113 99	38.2	5.7	-2.60	57 55	1.6 48	-91.3	-0.4 -0.3	-25.4 -84.6	1.96 5.2E-3	2.89 0.014	21.7 0.1
2013-11-03.125	0133+476	077-13	19.97	0.8	0.362	0.0113 99	38.2	5.6	-0.80	57 56	1.6 48	-91.6	-1.9 2.4	-27.0 -81.8	2.16 5.7E-3	2.88 0.010	20.8 0.1
2013-11-03.126	0133+476	077-13	19.99	1.1	0.364	0.0122 99	36.8	5.5	-0.20	57 56	1.6 48	-91.8	-1.9 2.9	-27.1 -81.2	1.57 5.0E-3	2.81 0.012	24.2 0.1
# Sun Nov  3 20:04:33 UTC 2013 - crate power-cycled, server rebooted, to get rid of memory problem, retuned, before scan 121
2013-11-03.134	0234+285	077-13	21.48	2.0	0.159	0.0146 100	37.3	4.9	-1.57	94 58	2.6 29	-65.4	0.4 2.0	-21.7 -68.7	1.43 3.7E-3	1.61 8.3E-3	19.2 0.0
2013-11-03.135	0234+285	077-13	21.54	0.8	0.307	0.0133 100	38.2	4.9	-1.50	94 58	2.6 29	-65.3	0.6 1.0	-21.6 -67.0	1.55 4.9E-3	1.83 0.027	19.4 0.1
2013-11-03.136	0234+285	077-13	21.56	0.8	0.307	0.0130 100	38.2	4.9	-2.10	94 59	2.6 29	-65.3	0.6 -0.3	-21.7 -68.0	1.43 4.6E-3	1.73 0.012	19.7 0.1
2013-11-03.137	0234+285	077-13	21.58	1.0	0.307	0.0143 100	36.1	4.9	-2.70	95 59	2.6 29	-65.2	0.4 -1.0	-22.0 -68.6	1.18 4.4E-3	1.66 0.011	21.3 0.1
2013-11-03.138	0234+285	077-13	21.60	0.8	0.368	0.0139 100	38.2	4.9	-0.90	95 59	2.6 29	-65.2	0.8 1.5	-21.7 -65.8	1.42 5.9E-3	1.79 0.011	20.2 0.1
2013-11-03.139	0234+285	077-13	21.62	0.8	0.368	0.0173 96	38.1	4.8	-0.30	95 59	2.6 29	-65.1	0.9 2.5	-21.7 -64.4	1.05 6.8E-3	1.58 0.013	21.9 0.1
2013-11-03.141	0234+285	077-13	21.67	0.8	0.368	0.0139 100	38.2	4.8	-1.60	96 60	2.6 29	-65.0	1.6 1.2	-21.2 -65.2	1.60 5.5E-3	1.95 0.022	19.9 0.1
2013-11-03.142	0234+285	077-13	21.69	1.1	0.368	0.0146 100	36.2	4.8	-2.20	96 60	2.6 29	-65.0	0.9 1.1	-22.0 -65.0	1.46 5.2E-3	1.91 0.017	20.4 0.1
2013-11-03.143	0234+285	077-13	21.71	0.8	0.267	0.0130 100	38.2	4.8	-2.80	96 60	2.6 29	-64.9	0.3 0.1	-22.7 -65.8	1.07 4.7E-3	1.75 0.014	22.9 0.1
2013-11-03.144	0234+285	077-13	21.74	0.8	0.267	0.0132 100	38.1	4.7	-1.00	96 61	2.6 29	-64.9	-0.1 2.7	-23.2 -62.9	1.38 4.8E-3	1.76 0.010	20.4 0.1
2013-11-03.145	0234+285	077-13	21.76	1.1	0.300	0.0145 99	36.3	4.7	-0.40	97 61	2.6 29	-64.8	1.3 3.5	-21.9 -61.8	1.14 4.5E-3	1.73 0.012	22.3 0.1
# Sun Nov  3 22:30:01 UTC 2013 - Bias calibration...
2013-11-03.150	Uranus	test	22.48	1.8	0.266	0.0158 100	38.2	4.6	-1.58	-165 55	0.6 3	12.0	0.0 3.0	6.0 -68.1	15.2 0.014	18.3 0.020	20.1 0.0
2013-11-03.151	Uranus	test	22.53	2.0	0.307	0.0220 102	37.2	4.7	-1.58	-164 55	0.6 3	12.9	-0.4 3.1	5.8 -68.4	16.1 0.014	18.4 0.015	19.6 0.0
2013-11-03.152	Uranus	test	22.57	2.0	0.281	0.0174 102	37.4	4.7	-1.58	-163 55	0.6 3	13.7	-0.6 3.1	5.8 -68.8	15.1 0.014	18.2 0.019	19.9 0.0
2013-11-03.153	Uranus	test	22.61	2.1	0.281	0.0174 103	37.1	4.6	-1.58	-162 55	0.6 3	14.5	-0.9 3.1	5.8 -69.2	15.4 0.015	18.3 0.017	19.3 0.0
2013-11-03.154	Uranus	test	22.65	1.8	0.299	0.0151 103	38.2	4.7	-1.58	-161 55	0.6 3	15.4	-0.5 3.1	6.4 -69.6	15.7 0.015	18.5 0.018	19.8 0.0
2013-11-03.155	Uranus	test	22.70	2.0	0.299	0.0149 100	37.3	4.7	-1.58	-160 54	0.6 3	16.3	-0.9 3.2	6.2 -70.1	15.4 0.018	18.6 0.020	20.0 0.0
2013-11-03.156	2234+282	099-13	22.77	1.8	0.287	0.0200 101	38.2	4.7	-1.58	-91 54	22.6 28	65.3	0.0 1.8	6.7 -95.7	0.749 3.9E-3	0.782 7.2E-3	18.4 0.1
2013-11-04.1	2234+282	099-13	0.02	2.0	0.318	0.0151 102	37.3	3.9	-1.58	-81 39	22.6 28	63.7	-1.7 -2.5	5.5 -109.2	0.678 5.1E-3	0.736 6.4E-3	18.7 0.1
2013-11-04.7	0202+149	099-13	1.21	1.8	0.219	0.0154 97	38.2	3.4	-1.58	-125 58	2.1 15	42.6	0.8 0.3	10.1 -82.7	0.311 2.9E-3	0.305 5.7E-3	17.6 0.2
2013-11-04.12	0202+149	099-13	1.96	2.0	0.203	0.0155 99	37.5	3.2	-1.58	-113 50	2.1 15	50.0	0.3 0.4	10.1 -92.1	0.319 3.9E-3	0.384 0.014	19.5 0.2
2013-11-04.13	1044+719	103-13	2.07	2.0	0.295	0.0158 102	37.4	3.1	-1.58	22 35	10.8 72	-75.8	-3.6 -2.2	-14.6 -105.0	1.47 4.5E-3	1.77 0.013	19.8 0.1
2013-11-04.20	1044+719	103-13	3.18	2.0	0.091	0.0177 96	37.3	2.6	-1.58	23 40	10.8 72	-91.2	1.6 -0.8	-16.0 -104.6	1.53 4.8E-3	1.80 0.013	19.4 0.1
2013-11-04.30	1044+719	103-13	4.80	1.8	0.048	0.0136 95	38.2	3.0	-1.58	21 47	10.8 72	-116.0	0.3 0.0	-19.5 -101.1	1.50 3.0E-3	1.77 7.6E-3	19.4 0.0
2013-11-04.34	1156+295	103-13	5.54	2.1	0.051	0.0162 96	37.2	3.0	-1.58	82 43	12.0 29	-64.9	0.2 -0.2	-17.4 -81.6	0.703 3.5E-3	0.774 5.6E-3	18.9 0.1
# Mon Nov  4 06:46:20 UTC 2013 - Ting Su: Something probably wrong with the telescope tracking, the operator doing a rebooting.
# Mon Nov  4 06:51:12 UTC 2013 - Ting Su: last 3 scans may encounter telescope tracking problem.
2013-11-04.43	1156+295	102-13	6.99	2.0	0.248	0.0148 95	37.4	1.9	-1.58	95 60	12.0 29	-65.5	2.5 1.7	-22.4 -66.4	0.767 3.9E-3	0.911 8.8E-3	19.7 0.1
# Mon Nov  4 07:18:21 UTC 2013 - Ting Su: tracking is still bad. Set project test. #37-44 are not good
2013-11-04.50	1156+295	097-13	8.14	2.0	0.313	0.0145 99	37.4	2.1	-1.58	113 73	12.0 29	-57.0	5.1 2.2	-19.4 -47.8	0.657 4.1E-3	0.826 0.015	20.3 0.1
2013-11-04.51	1253-055	097-13	8.27	2.0	0.346	0.0189 95	37.2	2.3	-1.58	141 39	12.9 -6	-30.5	-6.6 -5.3	-3.5 -73.2	7.96 9.3E-3	10.4 0.016	19.8 0.0
2013-11-04.54	Mars	100-13	8.63	2.0	0.398	0.0155 102	37.4	2.6	-1.58	-168 61	10.9 9	10.4	2.9 2.8	6.1 -66.2	46.5 0.028	59.9 0.037	20.8 0.0
2013-11-04.55	Mars	100-13	8.69	0.8	0.398	0.0160 102	38.1	2.7	-1.50	-166 61	10.9 9	11.8	0.1 1.0	6.6 -65.9	47.0 0.031	58.1 0.031	20.5 0.0
2013-11-04.56	Mars	100-13	8.71	0.8	0.398	0.0153 102	38.0	2.7	-2.10	-165 61	10.9 9	12.3	0.2 0.3	6.9 -66.8	39.7 0.037	58.5 0.29	22.1 0.0
