# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2013-10-24.89	K3-50A	test	14.94	0.8	0.731	0.0164 86	38.2	8.3	-1.30	81 52	20.0 34	-71.1	1.0 2.4	-21.9 -76.9	3.28 0.013	6.30 0.10	24.4 0.1
2013-10-24.90	NGC7027	test	15.01	2.0	0.742	0.0169 67	37.4	8.0	-2.50	63 43	21.1 42	-74.8	-19.4 1.0	-17.7 -89.5	2.09 4.3E-3	2.55 0.010	20.5 0.0
2013-10-24.93	1928+738	test	15.48	1.8	0.640	0.0276 59	38.2	7.4	-2.50	12 50	19.5 74	-141.7	-20.7 2.1	-19.6 -102.7	1.81 6.1E-3	2.08 0.019	19.1 0.1
2013-10-24.94	NGC7538	test	15.53	2.0	0.695	0.0553 47	37.4	7.5	-2.50	35 34	23.2 61	-73.6	-21.7 -1.8	-14.2 -104.7	0.0544 5.5E-4	0.0599 1.5E-3	20.1 0.2
2013-10-24.95	NGC7538	test	15.56	1.8	0.695	0.0600 49	38.2	7.6	-2.50	35 34	23.2 61	-74.1	-20.1 -0.6	-12.7 -103.5	1.29 0.013	2.81 0.15	20.4 0.2
2013-10-24.96	NGC7538	test	15.61	1.7	0.671	0.0416 51	22.0	7.8	-2.50	35 34	23.2 61	-74.5	-21.1 0.8	-13.9 -102.1	1.15 8.4E-3	1.46 0.019	20.0 0.1
2013-10-24.97	NGC7538	test	15.64	0.9	0.671	0.0293 50	39.7	7.8	-2.50	35 35	23.2 61	-74.9	-21.9 1.4	-14.8 -101.3	0.112 1.3E-3	0.152 2.1E-3	20.0 0.2
2013-10-24.98	NGC7538	test	15.69	2.0	0.665	0.0502 55	18.7	7.9	-2.50	35 35	23.2 61	-75.6	-20.7 2.5	-13.8 -100.2	1.33 0.012	2.23 0.049	20.6 0.2
2013-10-24.99	NGC7538	test	15.73	0.9	0.665	0.0187 60	41.2	7.8	-2.50	35 35	23.2 61	-76.0	-19.7 3.7	-13.0 -98.9	1.94 9.1E-3	2.87 0.019	22.0 0.1
2013-10-24.100	NGC7538	test	15.78	1.8	0.672	0.0276 53	38.2	7.7	-2.50	35 36	23.2 61	-76.7	-21.5 -1.5	-15.0 -104.0	1.36 8.3E-3	1.97 0.014	22.5 0.1
2013-10-24.102	2013+370	test	16.25	2.0	0.471	0.0270 101	37.5	7.0	-2.50	80 66	20.3 37	-81.1	-14.2 8.6	-24.0 -61.7	0.981 6.8E-3	2.01 0.013	25.2 0.1
2013-10-24.107	2200+420	test	17.52	2.1	0.541	0.0172 99	37.1	6.6	-2.50	68 60	22.0 42	-87.5	-16.1 4.1	-24.2 -75.1	3.31 4.5E-3	3.81 7.4E-3	19.3 0.0
2013-10-24.109	2200+420	test	17.80	2.0	0.493	0.0167 101	37.3	6.4	-2.50	68 64	22.0 42	-90.2	-15.2 4.3	-25.1 -72.2	3.25 4.0E-3	3.77 7.2E-3	19.4 0.0
2013-10-24.111	2200+420	test	18.01	1.8	0.430	0.0145 101	38.2	6.3	-2.50	68 66	22.0 42	-92.4	-15.6 5.6	-26.8 -69.0	3.16 4.0E-3	3.73 7.7E-3	19.5 0.0
2013-10-24.112	2131-021	test	18.13	2.0	0.529	0.0156 98	37.3	6.2	-2.50	147 46	21.6 -2	-25.2	-5.8 -7.0	-5.3 -73.6	0.759 4.3E-3	0.994 7.4E-3	20.3 0.1
2013-10-24.117	2131-021	test	18.68	2.0	0.553	0.0177 101	37.4	6.1	-2.50	159 49	21.6 -2	-16.4	0.2 -2.4	-1.5 -75.0	0.749 4.8E-3	1.06 8.7E-3	21.1 0.1
#2013-10-26.3	0316+413	test	0.24	0.6	1.151	1.6766 47	13.2	4.0	-2.00	65 77	3.3 42	-105.9	-11.9 -30.0	-29.4 -93.8	2.29 0.19	-0.362 0.94	33.1 2.2
2013-10-26.4	0316+413	test	0.26	1.8	2.063	0.8029 50	38.2	4.0	-2.00	64 77	3.3 42	-106.5	-21.3 2.9	-35.2 -60.1	4.36 0.42	54.4 9.0	57.0 4.1
2013-10-26.7	NGC7538	test	0.70	1.3	1.080	0.0576 56	26.5	4.2	-2.00	-36 49	23.2 61	101.8	-20.4 1.4	-7.3 -111.3	2.13 0.021	2.15 0.071	18.8 0.2
2013-10-26.8	NGC7538	test	0.72	1.3	1.046	0.0494 59	26.5	4.2	-2.00	-36 49	23.2 61	101.3	-24.4 1.8	-11.0 -111.0	2.41 0.024	2.75 0.058	17.6 0.2
2013-10-26.12	NGC7538	test	0.97	2.9	1.130	0.0217 57	66.1	4.4	-2.00	-36 47	23.2 61	97.9	-28.4 1.1	-13.9 -112.5	1.89 0.017	2.69 0.028	20.0 0.2
#2013-10-26.13	NGC7538	test	1.02	2.6	1.124	0.1457 51	66.1	4.3	-2.00	-36 47	23.2 61	96.7	-8.1 261.6	6.3 147.8	1.62 0.030	3.78 0.19	51.9 0.7
2013-10-26.17	W3OH	test	1.45	2.1	1.121	0.0800 67	37.2	5.1	-2.00	-17 63	2.5 62	150.5	-23.7 5.5	-21.7 -96.6	1.72 0.025	3.19 0.065	24.1 0.3
2013-10-26.28	0316+413	test	3.75	2.0	1.118	0.0607 74	37.3	4.8	-2.00	-69 61	3.3 42	86.3	-20.9 3.4	-1.8 -98.6	8.77 0.019	9.36 0.029	18.8 0.0
2013-10-26.29	0316+413	test	3.82	1.0	1.008	0.0208 85	37.1	4.8	-2.00	-69 60	3.3 42	85.7	1.3 1.6	-0.3 -98.0	8.77 9.8E-3	9.49 0.015	18.8 0.0
2013-10-26.30	0316+413	test	3.85	1.0	1.008	0.0171 86	36.8	4.8	-2.60	-69 60	3.3 42	85.5	1.4 -0.4	-0.2 -100.2	7.59 0.010	9.09 0.015	19.3 0.0
2013-10-26.31	0316+413	test	3.87	0.8	1.008	0.0272 86	38.2	4.8	-3.20	-69 60	3.3 42	85.3	1.7 -1.6	0.2 -101.6	6.07 0.012	8.63 0.027	21.2 0.0
2013-10-26.32	0316+413	test	3.89	1.0	1.008	0.0557 67	36.7	4.7	-1.40	-69 59	3.3 42	85.2	0.7 0.3	-0.7 -99.9	6.92 0.022	7.90 0.037	19.1 0.1
2013-10-26.33	0316+413	test	3.91	1.0	0.920	0.0605 65	36.5	4.7	-0.80	-69 59	3.3 42	85.0	-0.4 1.9	-1.8 -98.4	4.71 0.036	6.86 0.070	21.6 0.1
2013-10-26.36	0316+413	test	4.32	1.8	1.324	2.7141 60	38.2	4.0	-2.00	-68 55	3.3 42	81.6	3.2 -5.4	4.2 -109.2	3.81 0.12	1.60 0.68	14.6 0.4
# Sun Oct 27 10:09:10 UTC 2013 - IH: Starting the observations.
# Sun Oct 27 10:16:06 UTC 2013 - IH: Starting the observations.
2013-10-27.3	Mars	test	10.36	1.9	0.510	0.0217 95	38.1	8.1	-2.00	-129 53	10.6 10	39.4	-19.5 1.4	9.8 -87.7	37.4 0.034	54.5 0.039	21.7 0.0
2013-10-27.4	Mars	test	10.41	0.8	0.510	0.0198 98	38.1	8.1	-2.00	-128 52	10.6 10	40.0	-3.2 0.1	6.7 -88.3	41.3 0.038	53.0 0.045	20.6 0.0
2013-10-27.5	Mars	test	10.43	1.0	0.490	0.0186 99	36.2	8.1	-2.60	-127 52	10.6 10	40.2	-2.7 -1.3	7.1 -90.0	31.3 0.046	53.5 0.063	23.8 0.0
2013-10-27.6	Mars	test	10.45	0.8	0.490	0.0198 98	38.2	8.2	-3.20	-127 52	10.6 10	40.5	2.1 -2.4	12.0 -91.3	19.3 0.044	53.5 0.066	30.2 0.1
2013-10-27.7	Mars	test	10.48	0.8	0.490	0.0225 97	38.2	8.1	-1.40	-127 52	10.6 10	40.7	-0.3 0.3	9.7 -88.9	43.2 0.038	53.3 0.036	20.3 0.0
2013-10-27.8	Mars	test	10.50	0.8	0.490	0.0206 98	38.2	8.1	-0.80	-126 52	10.6 10	41.0	-1.1 2.5	8.9 -86.9	39.1 0.035	53.3 0.035	21.1 0.0
# Sun Oct 27 12:10:42 UTC 2013 - Ting Su: something wrong with the nexus when was doing the pointing.
2013-10-27.21	1308+326	102-13	12.89	2.0	0.520	0.0168 101	37.3	8.5	-2.00	-93 66	13.2 32	70.4	-12.3 14.2	5.2 -86.1	0.530 3.4E-3	0.596 6.8E-3	19.3 0.1
2013-10-27.26	1156+295	102-13	13.67	2.0	0.549	0.0146 98	37.4	8.6	-2.00	-82 42	12.0 29	64.7	-9.9 -14.1	4.0 -109.7	0.572 4.3E-3	0.726 9.2E-3	19.9 0.1
2013-10-27.27	1156+295	102-13	13.76	1.0	0.559	0.0136 98	37.5	8.7	-2.00	-81 41	12.0 29	64.5	0.4 1.9	4.7 -108.4	0.612 5.1E-3	0.751 0.012	20.0 0.2
# Sun Oct 27 13:47:01 UTC 2013 - Ting Su: relaunched pako before #16. so from 16 to this, the focus is -2.0. However, the focus should be around -1.4 as previous focus fitting result 
2013-10-27.28	1156+295	102-13	13.78	0.8	0.559	0.0122 98	38.1	8.7	-2.60	-81 41	12.0 29	64.4	1.1 -0.1	5.3 -110.6	0.430 5.7E-3	0.635 0.011	21.9 0.3
2013-10-27.29	1156+295	102-13	13.80	0.8	0.559	0.0128 98	38.2	8.7	-3.20	-81 40	12.0 29	64.4	5.9 0.2	10.1 -110.3	0.309 5.4E-3	0.593 0.011	24.6 0.4
2013-10-27.30	1156+295	102-13	13.82	0.8	0.542	0.0133 98	38.1	8.8	-1.40	-81 40	12.0 29	64.3	-0.9 1.0	3.6 -109.6	0.628 5.5E-3	0.686 7.0E-3	19.1 0.2
2013-10-27.31	1156+295	102-13	13.84	1.0	0.542	0.0133 97	35.9	8.8	-0.80	-80 40	12.0 29	64.3	-1.8 2.6	2.8 -108.2	0.541 4.9E-3	0.663 8.9E-3	19.9 0.2
2013-10-27.36	1308+326	102-13	14.59	2.0	0.546	0.0120 99	37.2	9.3	-1.36	-80 46	13.2 32	68.1	-0.6 1.5	2.5 -107.3	0.536 3.1E-3	0.616 5.8E-3	19.3 0.1
2013-10-27.37	0954+658	102-13	14.66	2.1	0.584	0.0152 62	37.1	9.3	-1.36	-27 28	10.0 66	62.1	-0.6 -2.9	-4.0 -120.4	0.853 3.2E-3	0.975 6.5E-3	19.8 0.1
2013-10-27.43	1044+719	103-13	15.61	2.0	0.548	0.0118 70	37.3	10.0	-1.36	-21 31	10.8 72	63.6	-2.7 -0.8	-8.2 -117.7	0.833 3.0E-3	0.968 6.6E-3	19.7 0.1
2013-10-27.53	K3-50A	test	19.17	1.8	0.484	0.0256 77	38.2	7.4	-1.36	-96 73	20.0 34	72.3	1.0 7.5	0.5 -76.1	5.20 8.3E-3	8.50 0.060	23.4 0.0
2013-10-27.54	K3-50A	test	19.24	0.8	0.484	0.0184 81	38.1	7.4	-1.30	-95 73	20.0 34	72.5	1.4 1.7	2.0 -75.4	5.24 0.011	8.44 0.058	23.1 0.0
2013-10-27.55	K3-50A	test	19.26	1.0	0.492	0.0180 77	38.1	7.4	-1.90	-95 72	20.0 34	72.6	0.7 0.7	1.4 -76.8	5.38 0.011	8.73 0.088	22.9 0.0
2013-10-27.56	K3-50A	test	19.28	0.8	0.492	0.0176 77	38.1	7.4	-2.50	-95 72	20.0 34	72.7	-0.1 -0.6	0.6 -78.4	4.55 0.010	8.11 0.060	24.2 0.0
2013-10-27.57	K3-50A	test	19.30	0.8	0.492	0.0156 74	38.3	7.4	-0.70	-95 72	20.0 34	72.7	-1.6 2.6	-0.7 -75.5	4.41 8.8E-3	8.29 0.054	24.7 0.0
2013-10-27.58	K3-50A	test	19.32	1.0	0.692	0.0168 76	37.3	7.4	-0.10	-94 72	20.0 34	72.8	-0.8 2.8	-0.0 -75.7	3.27 0.013	9.07 0.040	30.2 0.1
2013-10-27.59	2131-021	098-13	19.50	2.0	0.522	0.0163 101	37.2	7.4	-1.68	-177 51	21.6 -2	2.4	1.5 -3.8	4.2 -70.9	1.18 4.3E-3	1.28 8.4E-3	18.8 0.1
2013-10-27.66	2131-021	098-13	20.61	2.0	0.549	0.0155 98	37.4	7.3	-1.68	-152 48	21.6 -2	22.1	-0.2 -1.7	8.3 -80.4	1.14 4.0E-3	1.31 8.6E-3	19.3 0.1
2013-10-27.73	2131-021	098-13	21.70	2.0	0.560	0.0155 98	37.3	7.0	-1.68	-132 39	21.6 -2	36.4	1.2 -3.0	11.6 -91.6	1.13 4.1E-3	1.28 0.012	19.4 0.1
2013-10-27.77	W3OH	098-13	22.37	1.8	0.455	0.0143 102	38.2	7.0	-1.68	26 60	2.5 62	-131.8	0.9 5.0	-24.4 -87.6	3.95 7.1E-3	6.97 0.021	24.0 0.0
2013-10-27.78	W3OH	098-13	22.43	1.1	0.460	0.0143 102	36.3	7.0	-1.60	26 60	2.5 62	-132.9	0.1 -0.4	-24.3 -88.0	3.85 9.1E-3	6.90 0.026	23.9 0.0
2013-10-27.79	W3OH	098-13	22.45	0.8	0.460	0.0141 102	38.0	7.0	-2.20	25 60	2.5 62	-133.4	0.9 -1.0	-23.5 -88.5	4.03 0.011	6.37 0.020	22.7 0.1
2013-10-27.80	W3OH	098-13	22.47	1.0	0.460	0.0143 102	36.0	7.0	-2.80	25 60	2.5 62	-133.8	0.8 -1.1	-23.7 -88.6	3.68 9.7E-3	6.64 0.022	24.4 0.1
2013-10-27.81	W3OH	098-13	22.49	0.8	0.460	0.0139 102	38.2	7.0	-1.00	25 60	2.5 62	-134.3	0.3 1.3	-24.2 -86.3	3.20 9.1E-3	6.49 0.023	25.6 0.1
2013-10-27.82	W3OH	098-13	22.52	1.0	0.459	0.0138 102	36.5	7.0	-0.40	25 60	2.5 62	-134.8	1.2 2.6	-23.3 -84.9	2.26 0.012	6.54 0.024	30.7 0.1
2013-10-27.86	Uranus	098-13	23.19	2.0	0.462	0.0150 101	37.4	6.9	-2.00	-159 54	0.6 3	16.6	-0.8 -1.9	7.6 -72.5	14.1 0.014	17.3 0.018	20.1 0.0
# Mon Oct 28 00:00:24 UTC 2013 - Observer: PM
# Mon Oct 28 00:20:57 UTC 2013 - IH: Stopped due to strong wind
2013-10-28.4	W3OH	test	2.00	2.1	0.541	0.1171 52	37.2	6.3	-2.00	-25 60	2.5 62	134.4	-1.4 1.9	-13.8 -96.3	2.16 0.023	3.08 0.040	20.1 0.2
2013-10-28.5	W3OH	test	2.07	0.8	0.523	0.0135 101	38.2	6.4	-2.00	-25 60	2.5 62	133.1	0.4 -0.6	-13.6 -97.1	3.64 9.0E-3	6.07 0.021	23.2 0.1
2013-10-28.6	W3OH	test	2.09	1.0	0.523	0.0149 101	36.5	6.4	-2.60	-26 60	2.5 62	132.6	-1.1 -0.8	-15.0 -97.4	3.66 0.010	6.34 0.021	23.6 0.1
2013-10-28.7	W3OH	test	2.11	1.0	0.523	0.0147 101	35.9	6.4	-3.20	-26 60	2.5 62	132.2	-0.3 -1.2	-14.3 -97.9	3.39 9.3E-3	6.16 0.021	24.3 0.1
2013-10-28.8	W3OH	test	2.13	0.8	0.523	0.0129 101	38.2	6.4	-1.40	-26 60	2.5 62	131.7	-0.3 -0.7	-13.9 -97.5	3.15 8.9E-3	6.37 0.022	25.4 0.1
2013-10-28.9	W3OH	test	2.15	0.8	0.523	0.0133 101	38.2	6.4	-0.80	-26 60	2.5 62	131.2	0.5 0.9	-13.0 -96.0	2.28 7.9E-3	5.93 0.016	29.2 0.1
2013-10-28.17	0823+033	101-13	3.30	2.0	0.558	0.0163 99	37.4	6.3	-2.50	119 37	8.4 3	-44.0	0.5 -9.4	-6.9 -77.0	1.04 5.9E-3	1.31 0.013	20.3 0.1
#2013-10-28.25	0954+658	test	4.89	1.0	0.360	0.8049 54	37.2	6.1	-3.70	28 52	10.0 66	-117.0	-108.1 78.2	-127.4 -26.4	7.88 0.74	17.9 1.3	25.6 2.1
2013-10-28.26	0954+658	test	4.92	0.8	0.360	0.0141 103	38.2	6.1	-2.50	27 52	10.0 66	-117.7	4.6 5.6	-17.2 -93.9	1.28 4.9E-3	1.39 8.4E-3	19.1 0.1
2013-10-28.27	0954+658	test	4.94	0.8	0.363	0.0131 103	38.2	6.1	-3.10	27 52	10.0 66	-118.0	4.3 5.0	-17.6 -94.4	1.09 4.2E-3	1.41 8.8E-3	20.8 0.1
2013-10-28.28	0954+658	test	4.96	0.8	0.363	0.0139 102	38.0	6.1	-3.70	27 53	10.0 66	-118.4	5.6 2.2	-16.4 -97.3	0.787 6.3E-3	1.31 0.014	23.4 0.2
2013-10-28.29	0954+658	test	4.99	0.8	0.363	0.0136 102	38.2	6.1	-1.90	27 53	10.0 66	-118.8	3.0 5.8	-19.0 -93.6	1.28 4.7E-3	1.51 0.011	19.8 0.1
2013-10-28.30	0954+658	test	5.01	0.8	0.363	0.0130 102	38.2	6.1	-1.30	27 53	10.0 66	-119.2	1.9 7.4	-20.2 -91.9	1.05 4.6E-3	1.40 0.011	20.9 0.1
2013-10-28.41	1044+719	103-13	6.72	2.0	0.425	0.0163 101	37.4	6.4	-2.20	14 53	10.8 72	-142.0	0.1 7.7	-19.8 -95.8	1.24 3.8E-3	1.33 8.1E-3	18.9 0.1
2013-10-28.43	1156+295	103-13	7.10	1.8	1.166	0.0158 101	38.2	6.7	-2.20	91 56	12.0 29	-66.0	5.1 -3.0	-16.6 -70.7	1.04 4.7E-3	1.11 8.9E-3	18.7 0.1
2013-10-28.49	1156+295	102-13	7.86	0.8	0.513	0.0130 103	38.1	6.9	-2.20	100 65	12.0 29	-64.2	2.9 0.4	-17.3 -61.1	0.737 5.0E-3	0.813 8.2E-3	19.3 0.1
2013-10-28.50	1156+295	102-13	7.88	1.0	0.513	0.0129 103	35.7	6.9	-2.80	100 65	12.0 29	-64.1	0.7 -0.6	-19.5 -61.8	0.687 4.7E-3	0.825 7.8E-3	19.8 0.1
2013-10-28.51	1156+295	102-13	7.91	1.0	0.513	0.0137 103	35.9	6.9	-3.40	100 65	12.0 29	-63.9	3.5 -0.6	-16.8 -61.5	0.516 5.0E-3	0.756 8.4E-3	23.6 0.2
2013-10-28.52	1156+295	102-13	7.93	0.8	0.549	0.0127 103	38.2	6.9	-1.60	101 66	12.0 29	-63.8	2.6 2.0	-17.8 -58.6	0.725 7.2E-3	0.862 8.2E-3	19.8 0.2
2013-10-28.53	1156+295	102-13	7.95	1.0	0.549	0.0138 103	37.4	7.0	-1.00	101 66	12.0 29	-63.7	2.0 3.7	-18.4 -56.6	0.580 5.4E-3	0.936 0.011	24.3 0.2
2013-10-28.58	1156+295	102-13	8.70	1.0	0.550	0.0142 102	36.6	7.1	-2.20	116 74	12.0 29	-55.1	3.7 3.5	-16.5 -45.3	0.798 6.0E-3	0.971 0.013	19.8 0.1
2013-10-28.59	1156+295	102-13	8.73	1.0	0.550	0.0127 101	37.4	7.1	-2.80	116 75	12.0 29	-54.7	3.4 1.4	-16.9 -47.1	0.674 5.5E-3	0.833 0.010	20.2 0.2
2013-10-28.60	1156+295	102-13	8.75	1.0	0.550	0.0135 101	36.0	7.1	-3.40	117 75	12.0 29	-54.3	2.1 0.1	-18.2 -48.0	0.503 6.7E-3	0.855 0.014	23.6 0.3
2013-10-28.61	1156+295	102-13	8.77	1.0	0.592	0.0123 102	37.0	7.1	-1.60	118 75	12.0 29	-53.7	2.9 3.5	-17.2 -44.2	0.701 5.0E-3	0.816 9.2E-3	19.5 0.1
2013-10-28.62	1156+295	102-13	8.79	0.8	0.592	0.0131 102	38.2	7.1	-1.00	118 75	12.0 29	-53.2	3.9 5.3	-16.4 -42.1	0.563 5.6E-3	0.769 7.8E-3	21.3 0.2
2013-10-28.69	1156+295	102-13	9.89	1.0	0.596	0.0165 101	36.0	7.5	-1.90	-168 82	12.0 29	11.3	1.3 6.1	2.5 -39.2	0.745 9.6E-3	0.894 0.011	19.8 0.2
2013-10-28.70	1156+295	102-13	9.92	0.8	0.596	0.0143 102	38.2	7.5	-2.50	-166 82	12.0 29	13.2	1.8 5.5	3.5 -40.4	0.667 4.7E-3	0.772 9.5E-3	19.5 0.1
2013-10-28.71	1156+295	102-13	9.94	1.0	0.596	0.0306 91	37.0	7.5	-3.10	-164 82	12.0 29	14.9	2.5 3.1	4.2 -44.0	0.475 0.016	0.648 0.023	19.9 0.6
2013-10-28.72	1156+295	102-13	9.96	0.8	0.604	0.0150 101	38.2	7.5	-1.30	-162 82	12.0 29	16.8	1.8 8.8	4.7 -38.4	0.689 6.3E-3	0.915 0.014	21.2 0.2
2013-10-28.73	1156+295	102-13	9.98	1.0	0.604	0.0137 101	37.2	7.6	-0.70	-160 82	12.0 29	18.5	2.1 10.0	5.2 -38.0	0.531 7.7E-3	1.01 0.019	24.6 0.3
# Mon Oct 28 10:22:22 UTC 2013 - Ting Su: there's clouds coming into the telescope. The last 6(maybe up to this #) MACS1149-JD scans probably not useful.
2013-10-28.80	Mars	test	12.06	2.0	0.591	0.0200 73	37.3	9.6	-2.20	-104 34	10.7 10	51.8	-4.5 -4.3	10.1 -104.9	31.6 0.043	43.3 0.043	21.4 0.0
2013-10-28.83	Mars	test	12.58	1.0	0.519	0.0213 53	37.2	9.5	-1.50	-99 28	10.7 10	53.2	-1.9 -5.9	7.5 -112.6	29.8 0.046	39.8 0.18	20.9 0.0
2013-10-28.84	Mars	test	12.61	1.1	0.519	0.0415 54	36.2	9.5	-2.10	-99 28	10.7 10	53.3	-4.0 -8.3	5.2 -115.1	27.1 0.12	50.3 0.29	25.5 0.1
2013-10-28.85	Mars	test	12.63	0.8	0.519	0.0195 55	38.2	9.5	-2.70	-98 27	10.7 10	53.3	0.4 -5.5	9.8 -112.3	23.0 0.039	35.9 0.062	22.4 0.0
2013-10-28.86	Mars	test	12.65	0.8	0.539	0.0253 53	38.2	9.5	-0.90	-98 27	10.7 10	53.4	-2.5 -4.6	6.8 -111.4	23.6 0.065	36.4 0.097	22.9 0.1
2013-10-28.87	Mars	test	12.67	1.0	0.539	0.0363 53	37.3	9.5	-0.30	-98 27	10.7 10	53.4	-1.9 -1.8	7.5 -108.8	15.7 0.26	39.2 0.34	28.8 0.4
2013-10-28.88	1144+402	078-13	12.79	2.1	0.568	0.0190 98	37.1	9.3	-1.80	-70 52	11.8 40	78.2	0.9 2.0	3.3 -105.7	0.766 5.0E-3	0.828 7.6E-3	18.7 0.1
#2013-10-28.94	1928+738	test	15.47	1.6	0.733	0.0085 65	35.3	8.6	-1.80	11 51	19.5 74	-146.7	-245.2 101.0	-261.7 -1.8	0.341 0.020	0.478 0.024	20.3 1.1
2013-10-28.102	1633+382	test	16.01	2.1	1.102	0.0166 97	37.3	7.9	-1.80	-79 70	16.6 38	85.2	2.4 5.5	2.8 -84.0	4.06 6.8E-3	4.54 0.015	19.3 0.0
2013-10-28.103	1633+382	test	16.09	0.8	1.102	0.0120 98	38.2	7.9	-1.80	-79 69	16.6 38	84.7	-3.4 1.5	-0.3 -84.1	3.96 6.6E-3	4.50 9.9E-3	19.1 0.0
2013-10-28.104	1633+382	test	16.12	0.8	0.777	0.0124 97	38.0	7.9	-2.40	-79 69	16.6 38	84.5	-0.1 -0.2	3.0 -86.0	3.26 6.6E-3	4.03 0.013	20.0 0.0
2013-10-28.105	1633+382	test	16.14	1.1	0.777	0.0177 98	36.7	7.8	-3.00	-79 69	16.6 38	84.4	-0.5 -3.7	2.9 -89.8	2.63 8.0E-3	4.22 0.017	22.7 0.1
2013-10-28.106	1633+382	test	16.16	0.8	0.777	0.0125 98	38.2	7.7	-1.20	-79 68	16.6 38	84.2	-0.7 0.4	2.6 -85.9	3.34 6.7E-3	3.94 9.4E-3	19.6 0.0
2013-10-28.107	1633+382	test	16.18	0.8	0.726	0.0128 96	38.2	7.7	-0.60	-79 68	16.6 38	84.1	-1.5 2.7	1.8 -83.9	2.58 6.8E-3	3.71 0.015	21.6 0.1
2013-10-28.108	1633+382	test	16.23	0.8	0.726	0.0122 96	38.0	7.6	-1.70	-79 68	16.6 38	83.8	0.3 1.2	3.9 -86.0	3.38 6.4E-3	3.92 0.011	19.3 0.0
2013-10-28.109	1633+382	test	16.26	0.8	0.714	0.0131 96	38.2	7.5	-2.30	-79 67	16.6 38	83.6	0.5 -1.1	4.1 -88.6	2.99 5.9E-3	3.69 0.012	20.0 0.0
2013-10-28.110	1633+382	test	16.28	1.0	0.714	0.0125 96	35.9	7.5	-2.90	-79 67	16.6 38	83.5	-0.1 -0.9	3.5 -88.7	2.46 5.9E-3	3.81 0.013	22.4 0.0
2013-10-28.117	2131-021	test	17.70	2.0	0.911	0.0916 66	37.4	6.1	-1.70	144 45	21.6 -2	-27.5	-2.8 -6.6	-3.2 -72.2	0.739 0.018	0.677 0.024	17.2 0.4
2013-10-28.118	2131-021	test	17.78	1.0	0.796	0.0635 67	37.5	6.1	-1.70	146 46	21.6 -2	-26.6	1.8 1.3	-0.5 -70.0	0.935 0.054	1.73 0.11	23.1 1.2
2013-10-28.119	2131-021	test	17.80	1.0	0.796	0.0417 68	35.9	6.1	-2.30	146 46	21.6 -2	-26.3	0.6 -0.2	-0.9 -71.2	0.731 0.031	0.660 0.018	15.7 0.7
2013-10-28.120	2131-021	test	17.82	1.0	0.796	0.0468 66	37.4	6.1	-2.90	147 46	21.6 -2	-26.0	2.2 -1.2	-0.2 -72.5	0.606 0.035	0.555 0.018	17.3 1.0
2013-10-28.121	2131-021	test	17.84	0.8	0.743	0.0405 70	38.4	6.1	-1.10	147 46	21.6 -2	-25.6	0.9 -1.2	-1.7 -72.4	0.753 0.025	0.942 0.030	20.0 0.6
2013-10-28.123	2131-021	098-13	17.95	1.0	0.820	0.0484 63	36.6	6.1	-1.80	149 47	21.6 -2	-24.1	2.4 -0.6	-0.2 -71.6	0.730 0.020	0.610 0.016	16.2 0.4
2013-10-28.124	2131-021	098-13	17.97	1.0	0.820	0.0394 68	38.0	6.1	-2.40	149 47	21.6 -2	-23.7	3.5 -1.5	0.8 -72.5	0.867 0.035	0.984 0.039	19.4 0.7
2013-10-28.125	2131-021	098-13	17.99	1.0	0.820	0.0518 59	36.2	6.1	-3.00	150 47	21.6 -2	-23.5	7.3 1.0	3.4 -70.2	0.648 0.048	3.23 0.34	32.9 1.9
2013-10-28.134	2131-021	098-13	19.13	2.1	0.725	0.1265 83	37.3	5.7	-1.80	176 51	21.6 -2	-3.2	2.3 2.4	5.4 -69.7	1.11 0.026	1.91 0.12	27.8 0.5
2013-10-28.135	2131-021	098-13	19.21	0.8	0.725	0.0823 93	38.0	5.7	-1.80	177 51	21.6 -2	-2.0	-2.5 -1.0	3.1 -71.4	1.04 0.055	0.925 0.031	17.0 0.9
2013-10-28.136	2131-021	098-13	19.23	1.0	0.725	0.0535 92	36.4	5.7	-2.40	178 51	21.6 -2	-1.7	-0.4 -2.8	5.1 -73.3	0.864 0.044	0.790 0.017	16.2 0.8
2013-10-28.137	2131-021	098-13	19.25	1.1	0.725	0.0972 93	36.1	5.7	-3.00	178 51	21.6 -2	-1.3	-5.3 -2.1	0.5 -71.6	0.741 0.066	1.02 0.063	23.2 1.8
2013-10-28.138	2131-021	098-13	19.27	0.8	0.725	0.0399 92	38.1	5.7	-1.20	179 51	21.6 -2	-0.8	-3.3 1.2	2.5 -69.5	1.00 0.031	1.20 0.024	19.7 0.6
2013-10-28.139	2131-021	098-13	19.29	0.8	0.725	0.0480 91	38.2	5.7	-0.60	179 51	21.6 -2	-0.4	-4.2 3.2	1.1 -67.6	0.641 0.024	0.739 0.026	19.2 0.7
