# id	object	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2011-04-12.118	J0948+004	22.91	1.9	0.126	0.0174 102	37.5	3.3	-132 42	9.8 0	18.1	-0.4 -0.1	-11.5 -64.1	0.417 3.8E-3	0.429 4.7E-3	17.2 0.2
2011-04-12.119	J0948+004	23.07	1.9	0.114	0.0169 102	37.2	3.6	-129 40	9.8 0	19.0	-0.6 0.5	-12.4 -66.0	0.426 3.1E-3	0.423 4.7E-3	17.0 0.1
# Nasmyth offset changed to -47.5, -40.3 but somehow does not seem to be applied...
#2011-04-12.120	J0948+004	23.19	1.9	0.097	0.0174 101	37.5	3.2	-127 39	9.8 0	19.6	54.1 22.0	41.6 -46.3	0.407 3.6E-3	0.425 5.9E-3	17.3 0.1
2011-04-13.1	J0948+004	0.05	1.9	0.100	0.0188 97	37.0	2.8	-116 30	9.8 0	22.8	0.2 1.3	-17.3 -79.4	0.400 3.6E-3	0.418 5.1E-3	17.0 0.2
2011-04-13.2	J1504+105	0.55	1.9	0.137	0.0185 98	37.0	2.6	140 58	15.1 10	-15.8	-2.6 -2.1	-23.3 -30.5	0.730 3.5E-3	0.746 6.2E-3	17.3 0.1
2011-04-13.7	J1504+105	1.49	1.9	0.087	0.0180 102	38.4	3.2	166 63	15.1 10	-5.7	-1.8 -4.0	-12.4 -26.7	0.682 3.0E-3	0.730 5.4E-3	17.6 0.1
2011-04-13.8	J1405+043	1.60	1.9	0.085	0.0172 101	37.6	3.0	-162 56	14.1 4	7.1	-2.6 -2.4	-9.0 -40.5	0.133 3.3E-3	0.127 3.5E-3	16.3 0.4
2011-04-13.12	J1504+105	2.22	1.9	0.096	0.0175 102	37.7	3.6	-170 63	15.1 10	4.0	-3.2 -3.1	-7.4 -29.9	0.686 4.0E-3	0.739 5.7E-3	17.6 0.1
2011-04-13.13	J1405+043	2.28	1.8	0.081	0.0178 101	37.0	3.6	-146 52	14.1 4	13.4	-2.8 -3.3	-8.8 -50.9	0.133 3.3E-3	0.122 3.5E-3	16.3 0.4
2011-04-13.14	IRAS16293	2.35	1.9	0.088	0.0197 101	37.8	3.3	164 27	16.5 -24	-7.0	2.5 -4.2	-23.7 -66.3	1.68 6.5E-3	2.31 9.7E-3	19.7 0.1
2011-04-13.15	Arp220	2.46	1.9	0.092	0.0174 102	37.5	3.2	-178 76	15.6 24	0.8	-1.4 -0.6	-1.0 -7.3	0.0719 3.7E-3	0.0711 3.4E-3	15.3 0.8
2011-04-13.16	Arp220	2.52	1.9	0.089	0.0170 102	37.3	3.5	-174 76	15.6 24	2.4	-4.5 0.2	-3.1 -7.3	0.0732 3.2E-3	0.0687 3.6E-3	15.9 0.7
2011-04-13.19	J1310+323	2.85	1.9	0.099	0.0182 101	37.4	3.7	-85 55	13.2 32	34.9	-2.1 -4.2	-9.0 -68.4	0.799 3.9E-3	0.810 5.8E-3	17.2 0.1
2011-04-13.20	J1506+427	3.09	1.9	0.042	0.0176 99	37.2	3.8	-62 76	15.1 43	53.5	-0.3 -3.3	-2.5 -44.8	0.398 3.7E-3	0.438 5.7E-3	17.6 0.2
2011-04-13.21	J1506+427	3.14	1.9	0.042	0.0174 102	36.9	3.7	-62 75	15.1 43	53.0	-0.1 -3.0	-2.3 -45.1	0.385 3.3E-3	0.430 6.8E-3	17.9 0.2
2011-04-13.22	J1642+689	3.30	1.9	0.087	0.0182 102	37.8	4.0	2 58	16.7 69	-87.5	-0.0 0.1	-28.7 -63.6	0.596 3.6E-3	0.632 5.7E-3	17.6 0.1
2011-04-13.23	J2015+372	3.53	1.9	0.090	0.0200 103	37.2	3.9	73 48	20.3 37	-36.7	-2.0 -0.1	-38.9 -54.2	1.88 5.4E-3	2.07 8.0E-3	17.6 0.0
2011-04-13.25	J1733-131	3.66	1.7	0.079	0.0248 78	36.5	3.3	166 39	17.6 -13	-0.2	2.3 -2.2	-19.0 -53.5	1.24 0.010	1.98 0.015	19.8 0.2
2011-04-13.30	J1504+105	4.91	1.9	0.090	0.0178 102	37.6	2.6	-111 42	15.1 10	24.4	-0.3 -1.8	-11.7 -73.2	0.652 3.6E-3	0.680 5.3E-3	17.3 0.1
2011-04-13.31	J1405+043	4.96	1.9	0.131	0.0169 103	36.9	2.7	-105 26	14.1 4	25.2	0.6 -1.1	-19.8 -89.2	0.123 3.7E-3	0.125 4.4E-3	16.4 0.5
2011-04-13.33	J1415+133	5.06	1.9	0.082	0.0171 103	36.9	2.8	-98 32	14.3 13	27.1	0.8 -1.7	-16.7 -86.7	0.342 3.6E-3	0.355 5.0E-3	17.1 0.2
2011-04-13.35	J2038+513	5.48	1.9	0.108	0.0182 103	37.2	3.0	46 65	20.6 51	-56.3	-2.8 1.9	-36.8 -40.7	1.15 3.9E-3	1.26 7.4E-3	17.7 0.1
2011-04-13.36	J2007+661	5.55	1.9	0.095	0.0168 103	37.6	3.1	16 58	20.1 66	-73.5	-0.5 1.1	-32.1 -58.8	0.251 3.1E-3	0.241 3.6E-3	16.8 0.2
# sunrise!
2011-04-13.41	J2038+513	6.36	1.9	0.097	0.0180 103	37.3	4.1	34 71	20.6 51	-67.1	-1.2 2.0	-32.0 -35.2	1.14 4.4E-3	1.24 6.5E-3	17.6 0.1
2011-04-13.42	J2038+513	6.44	11.7	0.066	0.0169 103	68.8	4.5	33 72	20.6 51	-68.4	-0.9 1.8	-31.3 -35.2	1.13 2.4E-3	1.32 4.6E-3	18.2 0.0
2011-04-13.43	J2007+661	6.73	1.9	0.087	0.0175 103	37.6	4.6	3 61	20.1 66	-87.4	-0.0 0.1	-28.0 -59.9	0.239 3.3E-3	0.265 5.3E-3	17.7 0.2
2011-04-13.47	J2007+661	7.31	1.9	0.125	0.0189 103	37.6	5.4	-5 61	20.1 66	85.4	0.1 -0.0	-26.1 -61.6	0.236 3.8E-3	0.236 4.6E-3	17.0 0.3
2011-04-13.48	J2038+513	7.37	1.9	0.100	0.0203 103	37.2	5.5	4 76	20.6 51	-87.7	-0.1 0.1	-23.3 -39.7	1.11 4.4E-3	1.28 8.2E-3	18.2 0.1
2011-04-13.48	J2038+513	7.37	1.9	0.100	0.0203 103	37.2	5.5	4 76	20.6 51	-87.7	-0.1 0.1	-23.3 -39.7	1.11 4.4E-3	1.28 8.2E-3	18.2 0.1
2011-04-13.48	J2038+513	7.37	1.9	0.100	0.0203 103	37.2	5.5	4 76	20.6 51	-87.7	-0.1 0.1	-23.3 -39.7	1.11 4.4E-3	1.28 8.2E-3	18.2 0.1
2011-04-13.52	J2038+513	8.01	1.9	0.088	0.0190 103	37.4	5.7	-19 75	20.6 51	77.3	0.5 -0.5	-16.1 -45.3	1.09 4.5E-3	1.26 7.7E-3	18.3 0.1
2011-04-13.53	J2007+661	8.06	1.9	0.077	0.0175 102	37.3	5.8	-13 59	20.1 66	76.5	-0.1 -0.3	-24.3 -65.0	0.230 3.9E-3	0.240 4.5E-3	17.3 0.3
2011-04-13.54	Neptune	8.24	1.9	0.122	0.0178 103	37.7	5.7	166 40	22.2 -12	-5.8	5.0 0.0	-15.9 -50.0	5.52 9.1E-3	6.60 9.5E-3	18.9 0.0
2011-04-13.55	Neptune	8.36	1.9	0.050	0.0164 103	37.1	5.9	168 40	22.2 -12	-4.9	3.7 -0.3	-16.6 -50.3	3.68 9.3E-3	6.36 0.011	22.5 0.1
2011-04-13.56	Neptune	8.43	1.9	0.098	� 0	37.3	6.2	169 40	22.2 -12	-4.4	--- ---	--- ---	--- ---	--- ---	--- ---
2011-04-13.57	Neptune	8.51	1.9	0.052	0.0168 103	37.8	6.3	171 41	22.2 -12	-3.7	4.6 -0.1	-14.9 -50.2	5.12 9.1E-3	6.48 0.012	19.1 0.0
2011-04-13.58	Neptune	8.62	1.9	0.108	0.0164 103	37.7	6.0	173 41	22.2 -12	-2.9	3.2 -1.4	-15.8 -51.5	5.04 0.011	6.68 9.9E-3	19.8 0.0
#2011-04-13.59	Neptune	8.83	16.1	0.085	� 0	32.2	6.3	177 41	22.2 -12	-1.2	--- ---	--- ---	--- ---	--- ---	--- ---
#2011-04-13.60	Uranus	12.91	1.9	0.140	0.0189 103	37.4	6.0	-136 44	0.1 0	16.7	30.8 -24.7	20.7 -85.0	7.93 0.016	14.3 0.024	23.0 0.0
#2011-04-13.61	Uranus	12.99	1.9	0.112	0.0200 103	37.4	6.0	-135 43	0.1 0	17.1	31.9 -23.4	21.5 -84.7	7.88 0.017	13.9 0.018	22.9 0.0
#2011-04-13.62	Uranus	13.10	1.9	0.120	0.0190 103	36.9	6.0	-133 42	0.1 0	17.8	32.0 -23.5	21.2 -86.6	10.1 0.017	14.0 0.018	20.2 0.0
#2011-04-13.63	Uranus	13.19	1.9	0.113	0.0352 102	37.3	6.0	-132 42	0.1 0	18.2	30.5 -21.2	19.3 -85.5	3.68 0.077	45.5 0.41	57.6 0.9
#2011-04-13.64	Uranus	13.26	1.9	0.146	0.0203 103	37.3	6.0	-131 41	0.1 0	18.6	31.8 -19.2	20.2 -84.7	3.78 0.015	13.3 0.021	32.1 0.1
2011-04-13.65	Uranus	13.69	1.9	0.159	0.0240 102	37.2	5.9	-124 37	0.1 0	20.6	-0.6 -3.9	-14.4 -75.8	7.90 0.018	13.5 0.017	22.2 0.0
#2011-04-13.67	Uranus	14.11	1.9	0.132	0.0194 90	37.2	6.3	-119 33	0.1 0	22.2	37.1 -17.5	20.8 -95.4	7.15 0.014	12.7 0.026	23.1 0.0
#2011-04-13.68	Uranus	14.28	1.9	0.133	0.0210 90	37.7	6.2	-117 31	0.1 0	22.8	36.5 -14.9	19.2 -95.1	7.32 0.021	12.8 0.025	23.1 0.1
#2011-04-13.69	Uranus	14.32	1.7	0.157	0.0226 90	35.4	6.1	-116 30	0.1 0	-0.0	43.9 3.6	26.3 -77.1	7.66 0.024	12.9 0.042	22.3 0.1
2011-04-13.70	Uranus	14.37	1.9	0.155	0.0212 92	37.1	6.1	-115 30	0.1 0	23.0	3.6 -3.6	-14.3 -85.1	7.26 0.017	12.8 0.021	22.6 0.0
2011-04-13.71	Uranus	14.43	1.9	0.169	0.0207 90	37.1	6.0	-115 29	0.1 0	23.2	2.4 -0.2	-15.9 -82.4	6.75 0.015	13.0 0.018	23.7 0.0
2011-04-13.72	Uranus	14.48	1.7	0.198	0.0227 93	35.5	6.0	-114 29	0.1 0	-0.0	8.1 -3.7	-10.5 -86.5	7.23 0.018	13.2 0.020	23.1 0.0
2011-04-13.73	Mars	14.60	1.9	0.105	0.0247 89	37.1	6.0	-116 34	0.6 3	23.0	4.2 -6.0	-11.4 -83.7	23.0 0.024	41.1 0.029	22.9 0.0
2011-04-13.74	Mars	14.68	1.9	0.159	0.0307 101	37.1	6.1	-115 33	0.6 3	23.2	1.6 -4.2	-14.5 -83.0	25.9 0.036	44.9 0.040	22.5 0.0
2011-04-13.76	Mars	14.81	1.9	0.172	0.0251 101	36.9	6.1	-113 31	0.6 3	23.6	0.6 -11.5	-16.4 -92.3	25.7 0.028	43.2 0.040	22.1 0.0
2011-04-13.77	Mars	14.89	1.9	0.141	0.0229 101	37.1	6.2	-112 31	0.6 3	23.9	3.8 -8.8	-13.7 -90.6	26.4 0.021	43.4 0.024	21.9 0.0
2011-04-13.78	J0719+331	15.13	1.9	0.145	0.0195 101	37.3	6.6	82 53	7.3 33	-35.5	-4.1 -2.3	-39.2 -46.9	0.159 4.0E-3	0.178 6.1E-3	17.9 0.4
2011-04-13.79	J0717+456	15.21	1.9	0.149	0.0213 100	37.4	6.7	61 57	7.3 46	-44.7	-5.5 -2.4	-41.5 -49.9	0.173 4.0E-3	0.169 4.6E-3	16.7 0.4
2011-04-13.83	J0719+331	15.81	1.9	0.225	0.0192 102	37.3	6.9	87 61	7.3 33	-36.1	-3.6 1.8	-36.1 -31.1	0.180 3.6E-3	0.211 6.3E-3	18.2 0.3
2011-04-13.84	J0717+456	15.86	1.9	0.215	0.0196 103	37.1	6.9	61 64	7.3 46	-48.5	-1.9 2.5	-36.3 -36.4	0.171 3.6E-3	0.188 4.5E-3	17.8 0.4
2011-04-13.88	J0719+331	16.46	1.9	0.190	0.0197 96	37.5	8.6	94 69	7.3 33	-36.1	-1.1 1.9	-30.1 -18.7	0.167 4.2E-3	0.194 4.5E-3	18.1 0.4
2011-04-13.89	J0808+409	16.52	1.9	0.219	0.0200 97	37.3	8.3	71 62	8.1 41	-42.9	-0.1 4.3	-34.5 -33.6	0.246 4.0E-3	0.285 5.6E-3	18.4 0.3
#2011-04-13.90	J0808+409	16.62	1.9	0.176	0.0197 97	37.4	7.3	71 63	8.1 41	-43.3	-6.5 24.3	-40.6 -12.0	0.239 4.8E-3	0.306 8.9E-3	19.1 0.4
#  a few more pixels off than desired, relocked then retuned.  Didn't really change things.  See preTune4-13.png in Desktop/Gismo2011
2011-04-13.94	J0808+409	17.43	1.9	0.165	0.0197 103	37.4	11.3	71 72	8.1 41	-47.4	-1.8 6.5	-33.2 -17.4	0.244 4.6E-3	0.263 5.6E-3	17.3 0.3
2011-04-13.95	J0719+331	17.51	1.9	0.148	0.0201 99	37.4	12.3	115 81	7.3 33	-29.9	-0.8 4.3	-19.9 5.7	0.166 4.2E-3	0.194 7.0E-3	17.7 0.4
2011-04-13.96	J0927+390	17.63	1.9	0.117	0.0216 101	37.4	13.4	74 59	9.5 39	-40.6	0.2 6.1	-34.5 -33.9	2.58 6.0E-3	3.22 0.013	18.9 0.0
#2011-04-13.97	J0927+390	17.89	1.9	0.097	0.0227 95	37.4	11.4	75 62	9.5 39	-41.4	-1.3 20.8	-35.1 -14.9	1.49 0.011	2.03 0.033	18.9 0.1
2011-04-13.98	J0927+390	18.14	1.9	0.095	0.0237 87	37.3	11.0	76 65	9.5 39	-42.3	1.1 2.7	-31.9 -28.8	2.09 8.6E-3	2.89 0.015	19.3 0.1
2011-04-13.99	J0927+390	18.19	1.7	0.118	0.0246 82	35.7	11.0	76 66	9.5 39	-0.2	2.1 1.4	-30.7 -29.4	1.52 8.7E-3	2.26 0.025	19.5 0.1
2011-04-13.100	J0927+390	18.25	1.7	0.116	0.0254 86	35.3	11.0	76 66	9.5 39	-0.2	2.5 4.2	-30.2 -25.6	2.50 8.8E-3	3.24 0.015	17.8 0.1
2011-04-13.101	J0927+390	18.30	1.9	0.105	0.0240 83	37.6	11.0	76 67	9.5 39	-42.8	0.8 2.8	-31.7 -26.3	1.03 8.1E-3	1.64 0.015	21.1 0.1
2011-04-13.102	J0927+390	18.37	1.9	0.119	0.0251 80	37.2	10.8	76 68	9.5 39	-43.1	-0.3 1.1	-32.5 -26.7	1.26 9.1E-3	1.95 0.025	19.6 0.1
2011-04-13.103	J1012+232	18.49	1.9	0.145	0.0192 103	37.3	10.1	102 55	10.2 23	-29.1	0.2 2.4	-31.1 -34.8	0.0896 3.6E-3	0.0812 3.7E-3	16.0 0.6
2011-04-13.117	J0909+014	20.38	1.9	0.188	0.0212 102	37.7	5.2	-169 54	9.2 1	4.4	-1.1 -3.6	-10.0 -42.6	1.17 4.9E-3	1.28 8.5E-3	17.7 0.1
2011-04-13.118	J0948+004	20.43	1.9	0.168	0.0192 102	37.3	5.1	176 53	9.8 0	-1.8	-1.4 -3.8	-14.0 -40.2	0.372 3.2E-3	0.373 5.9E-3	17.1 0.1
2011-04-13.123	J0948+004	21.29	1.9	0.276	0.0214 101	37.2	5.2	-163 52	9.8 0	6.6	-1.9 -2.8	-10.5 -45.3	0.366 4.3E-3	0.368 5.5E-3	17.0 0.2
2011-04-13.124	J0909+014	21.34	1.9	0.194	0.0247 97	37.6	5.2	-147 49	9.2 1	12.9	0.7 -2.9	-7.1 -53.6	1.09 6.4E-3	1.18 0.010	17.4 0.1
2011-04-13.128	J0948+004	21.99	1.8	0.243	0.0198 100	37.6	5.0	-148 49	9.8 0	12.6	-0.7 -2.0	-9.0 -53.4	0.356 4.8E-3	0.383 6.4E-3	17.5 0.2
2011-04-13.129	J0909+014	22.04	1.9	0.280	0.0207 101	37.1	4.9	-134 44	9.2 1	17.6	0.8 -2.3	-9.1 -63.5	1.12 4.9E-3	1.25 9.0E-3	17.8 0.1
2011-04-13.130	1418+546	22.24	1.9	0.234	0.0205 102	37.3	5.0	45 56	14.3 54	-51.4	-3.0 2.1	-38.9 -51.7	0.249 4.2E-3	0.234 4.4E-3	16.3 0.3
2011-04-13.131	J0958+656	22.32	1.9	0.325	0.0236 100	37.3	5.0	-18 58	10.0 66	71.4	1.2 -2.0	-21.8 -68.3	1.67 4.7E-3	1.78 0.010	17.6 0.0
2011-04-13.135	1418+546	22.97	1.9	0.338	0.0205 101	37.3	5.2	41 62	14.3 54	-57.6	-2.9 0.9	-37.2 -46.5	0.239 3.9E-3	0.230 4.4E-3	16.6 0.3
2011-04-13.136	J0958+656	23.04	1.9	0.381	0.0219 101	37.3	5.2	-24 55	10.0 66	64.0	0.9 -2.6	-21.5 -73.4	1.60 4.8E-3	1.74 9.9E-3	17.8 0.1
2011-04-13.140	1418+546	23.64	1.7	0.283	0.0220 101	36.0	5.3	34 67	14.3 54	-0.2	1.8 6.3	-30.4 -36.9	0.233 4.2E-3	0.235 5.5E-3	17.0 0.3
2011-04-13.141	J0958+656	23.71	1.9	0.334	0.0217 101	37.8	5.2	-28 52	10.0 66	57.9	0.5 -2.9	-22.1 -78.2	1.56 5.5E-3	1.69 9.4E-3	17.6 0.1
2011-04-14.2	1418+546	0.30	1.9	0.273	0.0202 101	37.7	5.2	22 71	14.3 54	-74.8	-1.1 1.4	-30.2 -40.5	0.240 4.3E-3	0.255 5.7E-3	17.5 0.3
2011-04-14.3	J0958+656	0.37	1.9	0.362	0.0219 101	37.2	5.1	-30 48	10.0 66	52.6	0.3 -2.8	-23.0 -82.7	1.57 6.3E-3	1.72 8.6E-3	17.9 0.1
2011-04-14.7	1418+546	1.03	1.9	0.325	0.0197 101	37.6	5.1	2 73	14.3 54	-88.7	-0.1 0.2	-24.0 -44.1	0.240 3.9E-3	0.243 4.5E-3	16.8 0.3
2011-04-14.8	J0958+656	1.09	1.9	0.261	0.0204 101	37.5	5.0	-31 44	10.0 66	47.2	0.3 -3.6	-24.2 -88.4	1.46 5.5E-3	1.69 9.0E-3	18.1 0.1
2011-04-14.12	1418+546	1.68	1.9	0.300	0.0217 102	37.6	5.0	-16 72	14.3 54	78.6	0.9 -1.6	-17.9 -50.1	0.220 4.1E-3	0.226 5.0E-3	17.0 0.3
2011-04-14.13	J0958+656	1.74	1.9	0.322	0.0232 99	37.7	5.0	-31 39	10.0 66	42.7	-0.1 -3.6	-25.9 -92.7	1.41 5.8E-3	1.67 0.011	18.2 0.1
2011-04-14.17	1418+546	2.38	1.9	0.328	0.0205 101	37.5	4.8	-31 68	14.3 54	67.4	1.7 -3.7	-13.7 -57.8	0.225 4.3E-3	0.232 5.5E-3	17.1 0.3
2011-04-14.18	J0958+656	2.43	1.9	0.341	0.0235 94	37.6	4.9	-30 35	10.0 66	38.2	0.8 -2.5	-26.3 -95.7	1.53 6.9E-3	1.74 0.012	17.9 0.1
2011-04-14.22	1418+546	3.01	1.9	0.339	0.0233 101	37.1	4.7	-39 64	14.3 54	59.7	1.6 -4.0	-12.9 -64.0	0.231 4.6E-3	0.227 6.2E-3	16.7 0.3
2011-04-14.23	J0958+656	3.06	1.9	0.318	0.0245 95	37.8	4.8	-29 31	10.0 66	34.3	-0.4 -2.2	-28.8 -98.8	1.50 6.8E-3	1.74 0.012	18.0 0.1
2011-04-14.27	J1504+105	3.68	1.9	0.278	0.0221 101	37.0	4.7	-130 54	15.1 10	19.1	-1.4 -5.7	-5.5 -56.9	0.530 4.4E-3	0.611 9.3E-3	18.2 0.1
2011-04-14.28	J1405+043	3.73	1.9	0.205	0.0214 101	37.4	4.7	-119 39	14.1 4	22.1	2.4 1.6	-10.3 -70.2	0.0710 4.2E-3	0.0748 4.6E-3	15.8 0.9
2011-04-14.33	J1504+105	4.46	1.9	0.268	0.0288 101	37.2	4.2	-117 46	15.1 10	23.1	1.8 -6.4	-7.0 -71.4	0.520 5.4E-3	0.630 0.011	18.4 0.2
2011-04-14.34	J1405+043	4.51	1.9	0.249	0.0234 99	37.5	4.2	-109 30	14.1 4	24.4	5.3 -3.1	-12.6 -86.2	0.0873 5.5E-3	0.0870 6.3E-3	15.6 1.0
2011-04-14.38	J2038+513	5.16	1.9	0.177	0.0314 98	37.3	3.8	48 62	20.6 51	-54.0	-3.7 1.7	-38.4 -43.2	0.976 6.3E-3	1.04 9.8E-3	17.6 0.1
2011-04-14.39	J2007+661	5.21	1.9	0.146	0.0279 100	37.6	3.8	19 58	20.1 66	-70.6	-1.9 1.6	-34.3 -58.9	0.211 4.7E-3	0.201 5.3E-3	16.9 0.4
2011-04-14.42	J2038+513	5.62	1.9	0.220	0.0223 102	37.5	3.5	44 66	20.6 51	-58.4	-2.8 2.1	-36.2 -38.8	1.03 4.5E-3	1.15 8.7E-3	18.0 0.1
2011-04-14.43	J2007+661	5.67	1.9	0.173	0.0202 102	37.3	3.5	14 59	20.1 66	-75.6	-1.3 1.2	-32.4 -58.5	0.217 4.0E-3	0.216 5.0E-3	17.0 0.3
2011-04-14.47	J2038+513	6.24	1.9	0.196	0.0231 100	37.8	3.6	35 71	20.6 51	-66.3	-2.9 1.9	-34.0 -35.5	0.962 6.2E-3	1.08 9.6E-3	17.7 0.1
2011-04-14.48	J2007+661	6.30	1.9	0.185	0.0208 100	37.5	3.7	7 60	20.1 66	-83.0	-0.7 0.6	-29.9 -58.9	0.202 4.0E-3	0.212 5.0E-3	17.2 0.3
2011-04-14.52	J2038+513	6.90	1.9	0.197	0.0249 98	37.5	3.8	18 75	20.6 51	-78.3	-1.5 1.3	-28.5 -36.3	0.991 6.2E-3	1.09 8.4E-3	17.8 0.1
2011-04-14.53	J2007+661	6.95	1.7	0.190	0.0232 101	36.0	3.9	-1 61	20.1 66	-0.2	5.6 5.7	-21.5 -55.0	0.215 3.9E-3	0.224 5.9E-3	17.3 0.3
2011-04-14.54	J2223+628	7.13	1.9	0.178	0.0210 102	37.3	3.8	26 58	22.4 63	-65.2	-2.2 1.8	-35.5 -55.5	0.137 3.7E-3	0.154 7.9E-3	17.7 0.5
2011-04-14.55	J2007+661	7.19	1.9	0.091	0.0213 101	37.9	3.8	-4 61	20.1 66	86.0	0.3 -0.3	-26.0 -61.7	0.208 3.7E-3	0.213 5.1E-3	17.5 0.3
2011-04-14.60	1828+487	8.01	1.9	0.092	0.0224 100	36.8	4.6	-55 58	18.5 49	47.8	1.2 -2.8	-11.2 -69.1	1.10 4.5E-3	1.19 6.9E-3	17.7 0.1
2011-04-14.64	1828+487	8.58	1.9	0.160	0.0227 101	37.2	5.2	-56 52	18.5 49	44.3	-0.2 -1.5	-15.0 -74.9	1.16 5.2E-3	1.22 7.7E-3	17.5 0.1
2011-04-14.68	1828+487	9.15	1.9	0.159	0.0243 100	37.0	5.8	-55 47	18.5 49	41.4	-0.3 -0.6	-17.7 -80.6	1.15 5.1E-3	1.24 8.3E-3	17.7 0.1
2011-04-14.72	1828+487	9.72	1.9	0.216	0.0220 100	37.4	6.1	-54 41	18.5 49	38.6	-0.8 0.9	-20.8 -85.4	1.15 5.5E-3	1.28 7.5E-3	17.8 0.1
# 12:15pm cycled.  During cycling noticed strange temperature readings AND sync fault on crate.  Power-cycled crate
2011-04-14.88	Mars	13.08	1.9	0.351	0.0289 101	37.1	6.8	-139 48	0.6 3	15.9	1.2 -3.9	-6.4 -58.3	33.5 0.026	47.3 0.036	20.3 0.0
2011-04-14.89	Mars	13.16	1.9	0.344	0.0285 101	37.4	6.8	-137 48	0.6 3	16.5	0.8 -5.0	-7.1 -60.8	31.0 0.026	47.1 0.028	21.2 0.0
2011-04-14.90	Mars	13.23	1.9	0.394	0.0290 101	37.4	6.7	-136 47	0.6 3	16.9	0.2 -5.2	-8.0 -62.0	31.5 0.028	49.1 0.031	21.5 0.0
2011-04-14.91	Mars	13.38	1.9	0.379	0.0283 101	37.3	6.6	-133 46	0.6 3	17.8	-0.1 -5.2	-8.8 -64.4	30.9 0.022	48.8 0.041	21.6 0.0
2011-04-14.92	Mars	13.56	1.9	0.373	0.0266 101	37.5	6.6	-130 44	0.6 3	18.8	1.1 -5.3	-8.5 -67.3	30.9 0.025	46.7 0.028	21.2 0.0
2011-04-14.93	Mars	13.62	1.9	0.405	0.0260 101	37.5	6.6	-129 44	0.6 3	19.2	0.9 -4.2	-9.0 -67.2	27.9 0.022	48.6 0.039	22.7 0.0
2011-04-14.94	Mars	13.73	1.9	0.364	0.0249 100	37.5	6.7	-127 43	0.6 3	19.7	0.6 -4.8	-9.8 -69.6	27.8 0.025	45.8 0.028	22.1 0.0
2011-04-14.95	J0048+320	13.93	1.9	0.391	0.0281 96	37.4	6.8	-89 60	0.8 32	35.0	1.9 -7.2	-1.4 -63.4	0.131 6.0E-3	0.138 5.8E-3	16.9 0.8
2011-04-14.100	J0048+320	14.58	1.9	0.461	0.0226 101	37.1	7.4	-84 53	0.8 32	34.6	3.2 -4.1	-5.1 -71.5	0.128 5.4E-3	0.130 5.2E-3	16.6 0.7
#2011-04-14.102	J0048+320	14.66	1.9	0.395	0.0246 101	37.3	7.4	-83 52	0.8 32	34.5	32.1 -14.2	23.2 -82.8	0.122 6.1E-3	0.131 6.5E-3	16.8 0.8
#2011-04-14.104	J0048+320	14.75	1.9	0.495	0.0243 97	37.3	7.4	-83 51	0.8 32	34.4	-28.7 -23.3	-38.3 -93.4	0.133 6.7E-3	0.139 7.1E-3	16.4 0.8
#2011-04-14.105	Mars	14.81	1.9	0.445	0.0465 85	37.2	7.4	-113 32	0.6 3	23.7	-27.4 -27.9	-44.4 -108.7	27.6 0.15	57.4 0.30	25.8 0.1
2011-04-14.106	Mars	14.86	1.7	0.482	0.0360 89	35.4	7.4	-112 31	0.6 3	-0.0	4.1 -1.6	-13.2 -83.1	27.3 0.038	47.1 0.047	22.1 0.0
#2011-04-14.107	Mars	15.01	1.9	0.473	0.0318 95	37.0	7.3	-110 29	0.6 3	24.3	-2.4 -58.5	-20.7 -142.0	25.8 0.041	49.5 0.15	23.7 0.0
2011-04-14.108	Mars	15.22	1.9	0.486	0.0304 95	37.0	7.2	-108 27	0.6 3	24.7	3.0 -5.9	-16.7 -92.3	26.9 0.044	47.0 0.044	22.6 0.0
#2011-04-14.109	Mars	15.40	1.9	0.411	0.0358 94	37.0	7.2	-106 25	0.6 3	25.1	35.4 -9.8	14.5 -98.3	25.8 0.069	41.6 0.050	22.1 0.1
2011-04-14.110	Mars	15.47	1.9	0.453	0.0289 94	37.5	7.2	-105 24	0.6 3	25.2	3.0 -4.2	-18.3 -93.5	24.7 0.030	44.0 0.038	22.6 0.0
#2011-04-14.111	Mars	15.72	1.9	0.472	0.0358 85	36.8	7.3	-103 21	0.6 3	25.6	-22.1 -33.8	-45.1 -126.0	24.3 0.055	39.5 0.073	21.9 0.0
2011-04-14.114	J0238+166	16.02	1.9	0.501	0.0257 97	37.1	7.8	-110 50	2.6 17	25.8	1.0 -7.2	-5.8 -70.2	0.557 6.1E-3	0.630 9.3E-3	18.2 0.2
