# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dX(f2) foc.dY(f2) foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)	pnt.asymX(f1) pnt.asymY(f1)
2014-10-26.31	0851+202	115-14	4.05	2.0	0.355	0.0173 103	25.4	4.8	0.24 0.00 -1.14	103 50	8.9 20	-55.7	-0.1 0.2	-9.9 -69.1	2.25 0.010	2.53 9.4E-3	15.3 0.1	0.2 3.6
#.2014-10-26.40	1055+018	117-14	5.38	2.1	0.378	0.0170 100	25.3	5.0	0.24 0.00 -1.14	113 30	11.0 2	-47.1	-1.2 2.0	-3.0 -74.8	1.77 0.011	2.05 9.3E-3	15.8 0.1	-1.0 -6.1
# Sun Oct 26 06:43:46 UTC 2014 - B. Magnelli : Tau~0.49 --> not suitable for deep field. Switch to project test to do pointing/focus/beammap
2014-10-26.49	1055+018	test	6.70	2.0	0.481	0.0262 99	25.6	5.0	0.24 0.00 -1.14	132 43	11.0 2	-36.5	1.3 0.8	-0.3 -66.8	1.63 0.014	1.91 0.012	15.8 0.1	-2.0 -0.7
2014-10-26.50	1055+018	test	6.77	1.1	0.482	0.0225 99	25.1	5.0	0.24 0.00 -1.14	133 44	11.0 2	-35.8	1.4 2.6	-0.2 -64.5	1.68 0.015	1.94 0.015	15.0 0.1	-3.0 -1.8
2014-10-26.51	1055+018	test	6.79	1.0	0.482	0.0220 99	25.2	5.0	0.24 0.00 -1.74	133 44	11.0 2	-35.6	1.1 -1.8	-0.3 -68.8	1.83 0.015	2.02 0.018	15.1 0.1	-3.7 0.7
2014-10-26.52	1055+018	test	6.82	1.1	0.481	0.0218 99	25.0	5.0	0.24 0.00 -0.54	133 44	11.0 2	-35.3	-2.6 0.9	-4.0 -65.9	1.56 0.012	1.76 0.015	15.4 0.1	-4.6 0.8
2014-10-26.53	1055+018	test	6.84	1.1	0.481	0.0216 99	24.9	5.0	0.24 0.00 -2.34	134 44	11.0 2	-35.0	-0.5 1.5	-1.8 -65.1	1.37 0.013	1.72 0.017	16.3 0.2	-2.3 2.5
2014-10-26.54	1055+018	test	6.86	1.1	0.481	0.0171 101	25.1	5.0	0.24 0.00 0.06	134 45	11.0 2	-34.8	-2.6 -1.7	-3.8 -68.2	1.08 0.016	1.48 0.014	17.6 0.2	-4.3 1.9
# Sun Oct 26 07:36:02 UTC 2014 - B. Magnelli : Going back to COSMOS though tau is still ~0.5.
2014-10-26.67	1055+018	117-14	9.15	2.0	0.549	0.0168 93	26.2	7.6	0.24 0.00 -1.33	-174 54	11.0 2	5.3	0.3 -0.3	12.6 -64.4	1.86 0.011	2.05 8.0E-3	15.2 0.1	0.7 -0.1
# Sun Oct 26 09:27:17 UTC 2014 - B. Magnelli : Data reduction died this morning, COSMOS-A scans 59 to 64 were not merged (but data are in the system). We needed to restart cronjobs --> Everything works fine again
2014-10-26.76	1055+018	117-14	10.47	2.0	0.547	0.0210 94	25.7	8.9	0.24 0.00 -1.33	-143 48	11.0 2	28.9	-0.8 -0.5	16.6 -81.0	1.87 0.012	2.03 0.010	15.0 0.1	-5.2 0.0
# Sun Oct 26 10:33:16 UTC 2014 - B. Magnelli : All science targets are at relatively low elevation for such high tau~0.55 --> We stop observing
# Sun Oct 26 14:18:17 UTC 2014 - JLS; Recycling , Zero bias, Crate and Tower off. Cap in place.
2014-10-26.77	2037+511	test	14.89	2.0	0.576	0.0150 90	25.6	8.3	0.24 0.00 -1.33	51 49	20.6 51	-88.6	-1.1 -1.1	-16.5 -88.8	0.512 3.7E-3	0.562 6.2E-3	16.7 0.1	-1.2 -0.3
2014-10-26.78	2037+511	test	14.96	1.1	0.576	0.0134 91	24.9	8.2	0.24 0.00 -1.33	51 50	20.6 51	-89.3	0.0 -0.1	-14.9 -86.4	0.506 5.0E-3	0.525 7.4E-3	15.4 0.2	-0.4 -0.2
2014-10-26.79	2037+511	test	14.98	1.0	0.576	0.0131 92	25.1	8.1	0.24 0.00 -1.93	51 50	20.6 51	-89.5	0.9 0.3	-14.2 -85.9	0.465 5.7E-3	0.472 6.7E-3	15.7 0.2	-2.4 -0.2
2014-10-26.80	2037+511	test	15.00	1.0	0.576	0.0128 92	25.0	8.1	0.24 0.00 -0.73	51 50	20.6 51	-89.8	-2.8 -0.2	-17.9 -86.1	0.443 4.4E-3	0.472 7.9E-3	15.9 0.2	-2.0 -1.4
2014-10-26.81	2037+511	test	15.02	1.1	0.575	0.0123 92	25.2	8.1	0.24 0.00 -2.53	51 50	20.6 51	-90.0	3.5 0.7	-11.7 -85.1	0.365 5.6E-3	0.415 7.4E-3	16.5 0.2	-1.3 -0.7
2014-10-26.82	2037+511	test	15.04	1.1	0.575	0.0126 92	25.1	8.1	0.24 0.00 -0.13	51 51	20.6 51	-90.3	-3.4 0.2	-18.6 -85.4	0.302 5.4E-3	0.349 7.8E-3	16.6 0.3	-3.0 0.0
2014-10-26.83	2037+511	test	15.33	2.0	0.598	0.0133 94	25.6	9.0	0.24 0.00 -1.40	51 53	20.6 51	-94.0	0.7 -2.4	-15.6 -85.8	0.549 4.6E-3	0.574 5.4E-3	15.6 0.1	-4.2 2.3
# Sun Oct 26 15:33:24 UTC 2014 - Jens Erler: Tau still around 0.6. Sky seems to clear up towards the north, so taumeter readings migtht be wrong. Started observations of NGC6946.
2014-10-26.85	1611+343	113-14	16.41	2.1	0.553	0.0144 98	25.3	7.1	0.24 0.00 -1.40	-86 62	16.2 34	74.1	0.5 -1.7	13.3 -90.2	0.735 5.2E-3	0.774 6.2E-3	16.2 0.1	-1.4 3.0
2014-10-26.86	1611+343	113-14	16.51	1.1	0.561	0.0125 99	24.9	6.9	0.24 0.00 -1.40	-85 61	16.2 34	73.9	-0.3 -0.0	12.2 -90.0	0.690 5.3E-3	0.739 7.8E-3	15.8 0.1	-4.0 2.8
2014-10-26.87	1611+343	113-14	16.53	1.1	0.562	0.0130 99	24.9	6.9	0.24 0.00 -2.00	-85 61	16.2 34	73.8	0.4 -2.0	13.0 -92.3	0.705 6.3E-3	0.749 8.3E-3	15.6 0.1	-5.3 3.4
2014-10-26.88	1611+343	113-14	16.55	1.1	0.562	0.0117 100	25.1	6.9	0.24 0.00 -0.80	-85 61	16.2 34	73.8	-1.8 1.4	10.7 -89.2	0.576 5.7E-3	0.647 6.7E-3	16.3 0.2	-3.3 1.4
2014-10-26.89	1611+343	113-14	16.57	1.1	0.562	0.0127 98	24.8	6.8	0.24 0.00 -2.60	-84 60	16.2 34	73.7	2.6 -0.7	15.1 -91.6	0.605 5.9E-3	0.668 7.5E-3	16.1 0.2	-5.8 1.1
2014-10-26.90	1611+343	113-14	16.59	1.1	0.562	0.0115 100	24.9	6.8	0.24 0.00 -0.20	-84 60	16.2 34	73.7	-2.4 2.5	10.1 -88.8	0.375 4.9E-3	0.470 7.1E-3	17.6 0.2	-0.7 1.3
# Sun Oct 26 16:47:47 UTC 2014 - Jens Erler: Tau still high but decreasing slowly. Started observing low priority project 113-14 because source is at high elevation.
2014-10-26.107	1611+343	113-14	18.28	2.0	0.534	0.0157 87	25.4	5.6	0.24 0.00 -1.70	-74 40	16.2 34	67.6	-0.5 -0.3	12.7 -106.1	0.607 5.6E-3	0.676 7.7E-3	16.4 0.2	-0.4 -2.9
2014-10-26.121	1828+487	094-14	19.57	2.1	0.529	0.0182 98	25.4	6.2	0.24 0.00 -1.70	-56 54	18.5 49	90.4	0.2 0.3	6.7 -104.3	0.548 5.2E-3	0.541 6.3E-3	15.5 0.1	1.4 1.7
2014-10-26.139	2037+511	094-14	21.07	2.0	0.531	0.0139 98	25.6	6.3	0.24 0.00 -1.70	-50 60	20.6 51	102.9	0.2 1.3	5.6 -97.3	0.606 4.4E-3	0.634 5.3E-3	15.7 0.1	-0.6 0.3
2014-10-26.156	2037+511	094-14	22.45	2.0	0.515	0.0127 95	25.4	6.0	0.24 0.00 -1.70	-51 47	20.6 51	85.3	-0.3 0.4	8.3 -107.3	0.566 3.4E-3	0.595 5.1E-3	16.0 0.1	-1.7 -0.3
2014-10-26.166	0106+013	109-14	23.35	2.0	0.562	0.0449 86	26.0	5.9	0.24 0.00 -1.70	-172 54	1.1 2	6.9	1.8 -2.2	14.7 -64.0	0.387 0.012	0.325 0.012	14.1 0.4	1.2 2.6
2014-10-27.13	0235+164	115-14	2.36	2.1	0.514	0.0179 64	25.5	4.8	0.24 0.00 -1.70	-123 58	2.6 17	44.7	0.8 -0.3	20.0 -77.6	0.623 5.3E-3	0.665 5.8E-3	15.8 0.1	-1.6 0.3
2014-10-27.14	0336-019	115-14	2.44	2.0	0.513	0.0149 99	26.0	4.8	0.24 0.00 -1.70	-159 49	3.7 -2	16.9	-0.1 0.0	16.6 -70.9	0.765 5.3E-3	0.783 4.7E-3	15.8 0.1	-1.6 -0.3
2014-10-27.21	0851+202	117-14	3.92	2.1	0.519	0.0156 98	25.3	4.4	0.24 0.00 -1.70	102 49	8.9 20	-56.0	-0.5 -0.2	-8.2 -66.4	1.93 9.1E-3	2.06 8.8E-3	15.3 0.1	-1.8 -1.0
2014-10-27.30	1055+018	117-14	5.30	2.1	0.527	0.0164 58	25.3	4.0	0.24 0.00 -1.70	113 30	11.0 2	-47.2	-1.3 -0.6	-2.5 -76.5	1.07 6.1E-3	1.13 7.7E-3	15.2 0.1	-2.4 -1.6
2014-10-27.39	1055+018	117-14	6.63	2.0	0.514	0.0140 96	25.7	3.8	0.24 0.00 -1.70	131 43	11.0 2	-36.6	-0.1 0.1	1.4 -66.4	1.90 9.3E-3	2.12 9.4E-3	15.0 0.1	-0.3 -0.2
2014-10-27.48	1055+018	117-14	8.00	2.1	0.492	0.0140 98	26.1	4.7	0.24 0.00 -1.70	159 53	11.0 2	-16.4	0.8 0.3	7.4 -58.8	2.07 9.3E-3	2.33 7.4E-3	15.7 0.1	-0.1 0.0
2014-10-27.49	1055+018	117-14	8.07	1.1	0.488	0.0131 98	25.5	4.8	0.24 0.00 -1.70	161 53	11.0 2	-15.2	-0.4 0.5	6.7 -58.5	1.98 0.013	2.32 0.012	14.7 0.1	-0.2 0.7
2014-10-27.50	1055+018	117-14	8.09	1.1	0.488	0.0129 98	25.5	4.9	0.24 0.00 -2.30	161 53	11.0 2	-14.8	0.6 0.3	7.8 -58.7	1.59 0.014	1.94 0.012	15.8 0.1	-1.9 -1.0
2014-10-27.51	1055+018	117-14	8.11	1.1	0.487	0.0122 99	25.5	4.9	0.24 0.00 -1.10	162 53	11.0 2	-14.4	-1.8 0.3	5.6 -58.7	1.70 0.013	2.10 0.013	14.9 0.1	-2.7 2.0
2014-10-27.52	1055+018	117-14	8.13	1.1	0.493	0.0136 99	25.5	5.0	0.24 0.00 -2.90	162 53	11.0 2	-13.9	3.6 -0.7	11.0 -59.7	1.05 0.013	1.47 0.012	17.9 0.2	0.7 -0.9
2014-10-27.53	1055+018	117-14	8.16	1.1	0.493	0.0134 98	25.7	5.0	0.24 0.00 -0.50	163 53	11.0 2	-13.5	-3.4 1.0	4.2 -58.0	1.63 0.012	1.95 0.011	15.8 0.1	-4.3 -0.1
2014-10-27.62	1055+018	117-14	9.50	2.0	0.481	0.0153 99	26.2	6.1	0.24 0.00 -1.36	-163 53	11.0 2	13.7	-0.1 -0.2	12.8 -67.7	2.09 9.2E-3	2.30 8.6E-3	15.4 0.1	-2.4 1.1
2014-10-27.71	1055+018	117-14	10.82	2.0	0.499	0.0152 97	25.7	6.5	0.24 0.00 -1.36	-135 45	11.0 2	34.4	-1.0 -0.8	14.8 -83.4	1.81 8.7E-3	2.05 7.9E-3	15.5 0.1	-2.4 0.2
2014-10-27.72	1800+440	111-14	10.99	2.1	0.502	0.0142 78	25.5	6.6	0.24 0.00 -1.36	58 36	18.0 44	-70.5	-0.7 -1.1	-10.6 -91.5	0.246 3.2E-3	0.265 6.5E-3	15.9 0.2	-5.0 -0.6
2014-10-27.75	1800+440	111-14	11.41	2.1	0.499	0.0137 86	25.3	6.6	0.24 0.00 -1.36	60 40	18.0 44	-73.8	0.3 0.4	-11.4 -87.3	0.245 4.0E-3	0.264 4.8E-3	16.0 0.3	-1.6 -0.9
# Mon Oct 27 12:13:24 UTC 2014 - Jens Erler: Scan 78 was taken under bad conditions and rising detector temperatures.
2014-10-27.79	1611+343	113-14	17.64	2.1	0.508	0.0146 85	25.2	3.9	0.24 0.00 -1.36	-77 47	16.2 34	70.0	-0.8 -1.0	11.1 -102.2	0.604 4.6E-3	0.616 5.5E-3	16.1 0.1	-0.1 1.1
2014-10-27.81	1611+343	113-14	17.74	1.1	0.504	0.0109 90	24.9	3.8	0.24 0.00 -1.36	-76 46	16.2 34	69.6	-1.0 0.0	11.2 -102.2	0.592 5.6E-3	0.646 7.4E-3	15.8 0.2	-2.5 -0.1
2014-10-27.82	1611+343	113-14	17.76	1.1	0.501	0.0112 91	25.0	3.8	0.24 0.00 -1.96	-76 45	16.2 34	69.6	0.8 -1.2	12.6 -103.6	0.617 6.0E-3	0.638 6.3E-3	15.3 0.1	-2.1 1.8
2014-10-27.83	1611+343	113-14	17.78	1.1	0.500	0.0112 90	25.0	3.8	0.24 0.00 -0.76	-76 45	16.2 34	69.5	-1.3 2.6	10.5 -100.0	0.448 4.7E-3	0.508 7.6E-3	16.3 0.2	-1.7 0.5
# Mon Oct 27 17:49:34 UTC 2014 - Jens Erler: Observations had to be paused for several hours because of bad weather.
2014-10-27.84	1611+343	113-14	17.80	1.1	0.500	0.0108 89	25.0	3.8	0.24 0.00 -2.56	-76 45	16.2 34	69.4	2.9 0.5	14.6 -102.3	0.509 4.8E-3	0.570 6.2E-3	16.2 0.2	1.9 0.0
2014-10-27.85	1611+343	113-14	17.83	1.1	0.498	0.0109 89	24.7	3.8	0.24 0.00 -0.16	-76 45	16.2 34	69.3	-2.2 2.1	9.4 -101.0	0.261 5.4E-3	0.368 8.4E-3	18.5 0.4	2.4 4.0
2014-10-27.102	2037+511	094-14	19.39	2.0	0.481	0.0157 100	26.1	3.0	0.24 0.00 -1.75	-30 73	20.6 51	139.7	0.5 -0.1	-1.1 -85.0	0.507 4.3E-3	0.485 3.9E-3	15.3 0.1	0.8 -0.2
2014-10-27.119	2037+511	094-14	20.82	2.0	0.472	0.0136 100	25.7	3.2	0.24 0.00 -1.75	-49 61	20.6 51	105.8	0.2 -0.1	5.2 -92.3	0.550 3.5E-3	0.528 4.3E-3	15.6 0.1	-0.8 0.8
2014-10-27.136	2037+511	094-14	22.24	2.0	0.450	0.0128 99	25.6	3.1	0.24 0.00 -1.75	-51 48	20.6 51	86.9	-0.4 0.2	7.9 -103.3	0.589 3.9E-3	0.590 5.3E-3	15.9 0.1	-0.9 1.6
# Mon Oct 27 23:16:28 UTC 2014 - Jens Erler: Project 094-14 is now completed. Now doing pointing scans on Uranus for flux calibration. Bias = 8000.
2014-10-27.148	Uranus	test	23.32	2.0	0.478	0.0133 101	26.1	4.1	0.24 0.00 -1.75	-162 56	0.8 5	14.6	-1.4 -0.9	15.9 -64.5	10.8 0.014	13.6 0.018	18.4 0.0	-0.6 0.8
2014-10-27.149	Uranus	test	23.36	2.0	0.478	0.0169 90	26.2	4.1	0.24 0.00 -1.75	-161 56	0.8 5	15.3	-0.3 -1.2	17.2 -65.2	10.3 0.023	12.8 0.020	17.5 0.0	1.8 2.2
2014-10-27.150	0336-019	094-14	23.45	2.1	0.488	0.0116 99	26.0	3.9	0.24 0.00 -1.75	137 42	3.7 -2	-32.8	0.1 -0.1	3.5 -64.9	0.672 4.1E-3	0.710 5.7E-3	15.8 0.1	0.1 1.2
2014-10-28.5	0133+476	050-14	0.83	2.0	0.567	0.0138 100	25.6	3.8	0.24 0.00 -1.75	-48 71	1.6 48	117.3	0.5 -0.8	5.2 -86.9	1.20 5.7E-3	1.23 5.8E-3	15.4 0.1	0.3 2.1
2014-10-28.12	0133+476	050-14	1.93	2.1	0.580	0.0123 99	25.6	3.9	0.24 0.00 -1.75	-56 61	1.6 48	97.6	-0.6 0.4	7.7 -95.2	1.26 6.8E-3	1.33 5.8E-3	15.7 0.1	0.2 2.0
2014-10-28.30	0851+202	117-14	5.37	2.0	0.534	0.0184 108	25.5	3.6	0.24 0.00 -1.75	128 65	8.9 20	-41.5	3.4 -1.3	-3.4 -50.1	1.78 9.9E-3	1.96 8.5E-3	15.7 0.1	1.4 1.2
2014-10-28.39	1055+018	117-14	6.69	2.0	0.502	0.0157 98	25.7	3.7	0.24 0.00 -1.75	133 44	11.0 2	-35.2	-0.3 0.1	1.0 -64.5	1.91 0.010	2.06 0.010	15.3 0.1	-0.2 0.9
2014-10-28.48	1055+018	117-14	8.05	2.1	0.441	0.0135 100	26.3	4.8	0.24 0.00 -1.75	162 53	11.0 2	-14.1	-0.2 -0.1	7.7 -58.4	2.16 0.010	2.42 8.2E-3	15.5 0.1	0.1 1.8
2014-10-28.49	1055+018	117-14	8.11	1.0	0.440	0.0134 99	25.5	4.8	0.24 0.00 -1.75	163 53	11.0 2	-13.1	0.8 0.3	9.1 -58.0	1.99 0.014	2.38 0.014	15.0 0.1	2.3 3.2
2014-10-28.50	1055+018	117-14	8.13	1.1	0.440	0.0132 100	25.5	4.8	0.24 0.00 -2.35	164 53	11.0 2	-12.7	2.5 -0.7	10.9 -58.9	1.62 0.014	2.02 0.013	15.7 0.1	2.2 1.9
2014-10-28.51	1055+018	117-14	8.15	1.0	0.440	0.0126 100	25.9	4.9	0.24 0.00 -1.15	164 53	11.0 2	-12.3	-1.4 -0.2	7.2 -58.4	2.03 0.011	2.41 0.012	14.7 0.1	1.3 4.3
2014-10-28.52	1055+018	117-14	8.18	1.1	0.439	0.0121 100	25.5	4.9	0.24 0.00 -2.95	165 53	11.0 2	-11.9	2.6 -0.1	11.3 -58.4	1.08 0.013	1.56 0.012	18.5 0.2	0.5 0.0
2014-10-28.53	1055+018	117-14	8.20	1.1	0.440	0.0128 100	25.4	4.9	0.24 0.00 -0.55	165 54	11.0 2	-11.4	-1.3 3.4	5.8 -57.7	1.80 0.014	2.21 0.013	15.4 0.1	-1.3 4.4
# Tue Oct 28 09:34:52 UTC 2014 - Gismo Pool 6 officially completed- Thanks to the IRAM staff and to the good weather :)
